Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,191851.25,0.0052123712,0.004750007,0.007683004,0.010128692
Aktualizacja (Update),2,1,191928.89,0.005210263,0.004818998,0.007683004,0.0101977
Aktualizacja (Update),4,1,190309.23,0.005254606,0.004818998,0.0077529983,0.010546005
Odczyt (Read),1,1,262349.94,0.0038117028,0.0028639988,0.0067040017,0.008101997
Odczyt (Read),2,1,310152.0,0.0032242255,0.0028639988,0.0066349967,0.007962001
Odczyt (Read),4,1,305002.9,0.0032786573,0.0028639988,0.0066349967,0.0080320025
Usuwanie (Delete),1,1,214269.48,0.0046670204,0.004608999,0.0052380054,0.008171999
Usuwanie (Delete),2,1,213599.89,0.0046816505,0.004679001,0.005238995,0.008171999
Usuwanie (Delete),4,1,213612.11,0.0046813823,0.0046789935,0.0052380054,0.008171999
Zapis (Insert),1,1,197476.23,0.0050639007,0.004749003,0.007543,0.009568
Zapis (Insert),2,1,194795.55,0.005133588,0.00475,0.0076829963,0.010197
Zapis (Insert),4,1,200189.95,0.0049952553,0.004748996,0.007613002,0.010406999
