Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Dokument JSON: Aktualizacja,1,1,101.87,14.93,0.0,0.0,1
Dokument JSON: Aktualizacja,2,1,112.19,11.62,0.0,0.0,1
Dokument JSON: Aktualizacja,4,1,156.3,29.48,0.0,0.0,1
Dokument JSON: Inkrementacja,1,1,101.87,14.93,0.0,0.0,1
Dokument JSON: Inkrementacja,2,1,71.69,3.301,0.0,0.0,1
Dokument JSON: Inkrementacja,4,1,117.14,3.426,0.0,0.0,1
Dokument JSON: Odczyt,1,1,94.58,18.6,0.0,0.0,1
Dokument JSON: Odczyt,2,1,140.1,24.95,0.0,0.0,1
Dokument JSON: Odczyt,4,1,239.85,19.33,0.0,0.0,1
Dokument JSON: Odczyt częściowy,1,1,91.84,2.883,0.0,0.0,1
Dokument JSON: Odczyt częściowy,2,1,140.1,24.95,0.0,0.0,1
Dokument JSON: Odczyt częściowy,4,1,156.3,29.48,0.0,0.0,1
Dokument JSON: Usuwanie,1,1,35.53,3.059,0.0,0.0,1
Dokument JSON: Usuwanie,2,1,71.69,3.301,0.0,0.0,1
Dokument JSON: Usuwanie,4,1,0.0,3.426,0.0,0.0,1
Dokument JSON: Zapis,1,1,94.58,18.6,0.0,0.0,1
Dokument JSON: Zapis,2,1,121.4,12.79,0.0,0.0,1
Dokument JSON: Zapis,4,1,215.53,23.67,0.0,0.0,1
Kolejka (push/pop),1,1,99.9856,106.19426666666666,0.0,103.97197265625,75
Kolejka (push/pop),2,1,101.77378378378378,110.63945945945946,0.0,103.97197265625,74
Kolejka (push/pop),4,1,103.49702702702704,111.97662162162165,0.0,103.97197265625,74
Mieszany (10W/90R),1,1,93.92,98.08,0.0,0.0,1
Mieszany (10W/90R),2,1,132.73,22.35,0.0,0.0,1
Mieszany (10W/90R),4,1,165.55,76.52,0.0,0.0,1
Mieszany (50/50),1,1,93.92,98.08,0.0,0.0,1
Mieszany (50/50),2,1,132.73,22.35,0.0,0.0,1
Mieszany (50/50),4,1,165.55,76.52,0.0,0.0,1
Mieszany (90W/10R),1,1,93.92,98.08,0.0,0.0,1
Mieszany (90W/10R),2,1,132.73,22.35,0.0,0.0,1
Mieszany (90W/10R),4,1,165.55,76.52,0.0,0.0,1
