Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,192059.2,0.005206728,0.004818998,0.007682,0.00956801
Aktualizacja (Update),2,1,191727.47,0.0052157366,0.004818998,0.0076864534,0.010126998
Aktualizacja (Update),4,1,193861.38,0.005158325,0.00475,0.0076829963,0.010616001
Odczyt (Read),1,1,338454.94,0.0029546032,0.002863002,0.0033530013,0.006146001
Odczyt (Read),2,1,336628.47,0.002970634,0.002863002,0.0033530013,0.00635809
Odczyt (Read),4,1,334717.6,0.0029875932,0.002863002,0.0034219993,0.006215996
Usuwanie (Delete),1,1,211532.48,0.0047274064,0.004679001,0.0053079934,0.009497998
Usuwanie (Delete),2,1,215551.2,0.004639269,0.004399997,0.005167996,0.008032703
Usuwanie (Delete),4,1,214764.25,0.0046562683,0.004400004,0.0051680035,0.008101997
Zapis (Insert),1,1,196024.7,0.0051013976,0.004749003,0.007472998,0.009497998
Zapis (Insert),2,1,197973.69,0.005051176,0.00475,0.007264003,0.009638013
Zapis (Insert),4,1,199239.44,0.0050190864,0.004749003,0.007543,0.009987694
