Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,43354.457,0.023065679,0.012222998,0.016203005,0.025841009
Aktualizacja (Update),2,1,77138.28,0.012963732,0.0120830005,0.016134,0.02304939
Aktualizacja (Update),4,1,77225.47,0.012949095,0.012222,0.016064005,0.022908004
Odczyt (Read),1,1,88769.54,0.011265125,0.0062160036,0.008242001,0.0145970145
Odczyt (Read),2,1,149876.73,0.0066721495,0.006285998,0.008172006,0.012362706
Odczyt (Read),4,1,151455.4,0.006602603,0.0062850015,0.008101997,0.011872995
Usuwanie (Delete),1,1,104305.5,0.009587223,0.004610003,0.0051690005,0.009358998
Usuwanie (Delete),2,1,215055.98,0.004649952,0.004400004,0.005167996,0.008590003
Usuwanie (Delete),4,1,214829.83,0.004654847,0.0046789935,0.0051680035,0.008450995
Zapis (Insert),1,1,77427.03,0.012915386,0.012222,0.016063998,0.022768
Zapis (Insert),2,1,77577.625,0.012890316,0.012081997,0.015924001,0.023258688
Zapis (Insert),4,1,77905.52,0.01283606,0.012081997,0.015854007,0.022419998
