Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,1142.0585,0.8756119,0.83121645,1.118368,1.293662
Aktualizacja (Update),1,2,2331.5,0.85549647,0.797526,1.038787,1.225537
Aktualizacja (Update),1,4,4013.5027,0.98946536,0.7916765,1.050226,1.6586218
Aktualizacja (Update),1,8,4200.3066,1.9036673,0.971208,1.407089,40.720085
Aktualizacja (Update),2,1,1153.3251,0.8670583,0.8735485,1.126989,1.2623842
Aktualizacja (Update),2,2,2426.0737,0.8240395,0.815794,1.022445,1.150818
Aktualizacja (Update),2,4,4606.362,0.86604124,0.844932,1.0466491,1.223948
Aktualizacja (Update),2,8,6873.487,1.15768,1.025945,1.321333,1.7428771
Aktualizacja (Update),4,1,1107.3673,0.90304273,0.899161,1.1567432,1.30456
Aktualizacja (Update),4,2,2330.3093,0.8577798,0.84598446,1.084362,1.2446431
Aktualizacja (Update),4,4,4284.5093,0.9314388,0.914872,1.153288,1.336208
Aktualizacja (Update),4,8,7163.1875,1.1118499,1.08369,1.410732,1.771752
Odczyt (Read),1,1,1672.6608,0.59784985,0.576549,0.9480182,1.1135086
Odczyt (Read),1,2,3186.0808,0.6275021,0.612977,0.86647916,1.0149
Odczyt (Read),1,4,6316.203,0.62968487,0.610265,0.80160207,0.99319
Odczyt (Read),1,8,8753.068,0.91140074,0.758558,1.030682,1.7603322
Odczyt (Read),2,1,1601.9991,0.6242201,0.602571,0.98453707,1.138463
Odczyt (Read),2,2,3319.0862,0.5988556,0.587833,0.813061,0.9268941
Odczyt (Read),2,4,6375.685,0.6262193,0.612999,0.793005,0.91702205
Odczyt (Read),2,8,9935.953,0.8029798,0.786793,0.974677,1.199906
Odczyt (Read),4,1,1993.7625,0.50156426,0.45964402,0.8118522,0.9867223
Odczyt (Read),4,2,3303.2603,0.6048565,0.593664,0.8181841,0.93325
Odczyt (Read),4,4,6166.43,0.64618075,0.633259,0.817214,0.94804204
Odczyt (Read),4,8,9955.063,0.797715,0.785206,0.980448,1.16438
Usuwanie (Delete),1,1,1213.5355,0.8240385,0.771448,1.0526371,1.227191
Usuwanie (Delete),1,2,2429.7764,0.8230132,0.718059,0.959245,1.1539341
Usuwanie (Delete),1,4,4416.6973,0.9039448,0.739999,0.9947721,1.282141
Usuwanie (Delete),1,8,4168.334,1.895828,0.898989,1.289446,46.427574
Usuwanie (Delete),2,1,1233.1503,0.8109312,0.807117,1.0483961,1.1772381
Usuwanie (Delete),2,2,2614.65,0.7633508,0.75588155,0.96559405,1.0931251
Usuwanie (Delete),2,4,4974.6855,0.800752,0.771365,0.979035,1.159317
Usuwanie (Delete),2,8,7000.826,1.1278387,0.947631,1.233003,1.681211
Usuwanie (Delete),4,1,1210.4447,0.8261426,0.821491,1.0784479,1.229005
Usuwanie (Delete),4,2,2511.5837,0.7955498,0.7832465,1.028212,1.188158
Usuwanie (Delete),4,4,4749.925,0.8384468,0.825481,1.071352,1.246577
Usuwanie (Delete),4,8,7959.947,1.0023564,0.973217,1.313388,1.643757
Zapis (Insert),1,1,1122.1105,0.8911779,0.837431,1.130982,1.3234694
Zapis (Insert),1,2,2283.292,0.8758244,0.7956915,1.0361661,1.225876
Zapis (Insert),1,4,4032.4817,0.98378664,0.782689,1.0419971,1.6891878
Zapis (Insert),1,8,4454.442,1.7833569,0.95519,1.32858,40.060112
Zapis (Insert),2,1,1108.6843,0.90197,0.894757,1.159552,1.3187711
Zapis (Insert),2,2,2401.4153,0.8320846,0.823823,1.029387,1.15812
Zapis (Insert),2,4,4520.241,0.88324827,0.867404,1.088992,1.2630221
Zapis (Insert),2,8,7076.699,1.1272397,1.039103,1.328432,1.694024
Zapis (Insert),4,1,1099.3534,0.90962565,0.902772,1.1665525,1.333963
Zapis (Insert),4,2,2352.383,0.84994537,0.841029,1.0864441,1.252083
Zapis (Insert),4,4,4286.2256,0.9306575,0.913285,1.153689,1.337316
Zapis (Insert),4,8,7172.665,1.1112663,1.085169,1.405015,1.758855
