Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,944.02814,1.0592905,0.93122554,1.232601,1.4316434
Aktualizacja (Update),1,2,1834.9594,1.0894744,0.88395655,1.1527802,1.4403956
Aktualizacja (Update),1,4,3259.4927,1.2126901,0.87163,1.1797203,9.614916
Aktualizacja (Update),1,8,2970.136,2.687035,1.126954,1.7911611,61.5965
Aktualizacja (Update),2,1,1089.865,0.91754484,0.91109455,1.16751,1.3020874
Aktualizacja (Update),2,2,2261.4229,0.8834186,0.8746675,1.088298,1.229805
Aktualizacja (Update),2,4,4090.9849,0.9767218,0.957221,1.210238,1.391091
Aktualizacja (Update),2,8,5609.9253,1.4211941,1.1594005,1.6624193,2.7993424
Aktualizacja (Update),4,1,1044.8892,0.9570393,0.950334,1.2212253,1.3669757
Aktualizacja (Update),4,2,2165.6035,0.92313945,0.91107655,1.1588714,1.3101823
Aktualizacja (Update),4,4,3895.4502,1.023978,0.99724555,1.3168926,1.532999
Aktualizacja (Update),4,8,6231.7534,1.2755611,1.1688825,1.6865062,2.2525654
Odczyt (Read),1,1,1845.683,0.54180485,0.5029105,0.8823904,1.0855227
Odczyt (Read),1,2,3039.0256,0.6558067,0.64255846,0.8909951,1.043394
Odczyt (Read),1,4,5799.7236,0.6868035,0.654814,0.86128217,1.065595
Odczyt (Read),1,8,2291.4683,3.4623,1.228781,2.987409,64.84706
Odczyt (Read),2,1,1901.1361,0.5260013,0.49038148,0.83584034,0.9988056
Odczyt (Read),2,2,3207.6548,0.6224657,0.6099785,0.84142447,0.9564383
Odczyt (Read),2,4,5950.912,0.66795135,0.6532085,0.8521632,0.9987571
Odczyt (Read),2,8,4763.2993,1.6660854,1.215034,2.4723995,20.05223
Odczyt (Read),4,1,1725.9564,0.5793889,0.5447155,0.93445075,1.1185585
Odczyt (Read),4,2,2705.6433,0.7368123,0.7239535,0.95700926,1.1216893
Odczyt (Read),4,4,6077.407,0.65593946,0.642795,0.80463743,0.943496
Odczyt (Read),4,8,5983.0835,1.3264227,1.2122835,2.2363834,3.346804
Usuwanie (Delete),1,1,1064.334,0.9395547,0.8207445,1.109139,1.311981
Usuwanie (Delete),1,2,2127.7766,0.9395475,0.7455425,1.0024593,1.2409921
Usuwanie (Delete),1,4,3176.7737,1.257127,0.794148,1.095273,5.120817
Usuwanie (Delete),1,8,3049.7114,2.5561159,0.950139,1.4577366,64.90337
Usuwanie (Delete),2,1,1280.8226,0.7807482,0.79181504,1.0430063,1.1675477
Usuwanie (Delete),2,2,2589.2588,0.77225167,0.7616655,0.9807994,1.1400397
Usuwanie (Delete),2,4,4717.452,0.84298533,0.803601,1.0386391,1.2678993
Usuwanie (Delete),2,8,5847.3584,1.3653678,0.99122,1.4056526,22.120523
Usuwanie (Delete),4,1,1201.0586,0.8325988,0.828654,1.0994344,1.2551968
Usuwanie (Delete),4,2,2550.6863,0.78257877,0.7771035,1.0431703,1.204188
Usuwanie (Delete),4,4,4701.1216,0.84999263,0.832242,1.1305293,1.3487142
Usuwanie (Delete),4,8,7249.6436,1.096534,1.0474606,1.4900981,1.9095751
Zapis (Insert),1,1,935.79236,1.0686132,0.93644845,1.2449566,1.4668396
Zapis (Insert),1,2,2239.6145,0.89292186,0.8801575,1.1109364,1.264291
Zapis (Insert),1,4,3431.0964,1.1650878,0.92043054,1.2177051,2.2660844
Zapis (Insert),1,8,3501.9492,2.26707,1.09493,1.551107,47.830315
Zapis (Insert),2,1,1058.8138,0.9444531,0.939553,1.1985129,1.3282061
Zapis (Insert),2,2,2237.1045,0.89164335,0.8861535,1.1012245,1.2413182
Zapis (Insert),2,4,4158.4194,0.95847917,0.935816,1.1535076,1.3385831
Zapis (Insert),2,8,6298.174,1.258144,1.162104,1.4918891,1.9326121
Zapis (Insert),4,1,1027.0476,0.9736647,0.9669235,1.2291467,1.3771383
Zapis (Insert),4,2,2203.7078,0.90724516,0.906456,1.1401452,1.2880121
Zapis (Insert),4,4,3938.2266,1.010256,0.993986,1.2494121,1.4470311
Zapis (Insert),4,8,6504.4365,1.2111412,1.185269,1.530528,1.8822485
