Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,222544.2,0.0044934894,0.003841,0.006285998,0.008241004
Aktualizacja (Update),2,1,243655.75,0.004104151,0.003841,0.0058669974,0.008171999
Aktualizacja (Update),4,1,244143.53,0.004095951,0.003841,0.005727001,0.008101997
Odczyt (Read),1,1,303532.38,0.0032945413,0.0024450056,0.003841,0.005167996
Odczyt (Read),2,1,355554.94,0.0028125048,0.0027939968,0.003772002,0.00475
Odczyt (Read),4,1,361126.84,0.00276911,0.002793,0.003702,0.00475
Usuwanie (Delete),1,1,209345.56,0.0047767907,0.003841,0.004330999,0.0077519943
Usuwanie (Delete),2,1,252380.2,0.003962276,0.003841,0.0043300022,0.007194001
Usuwanie (Delete),4,1,251500.66,0.0039761327,0.003841,0.0043300022,0.007194001
Zapis (Insert),1,1,223282.89,0.004478623,0.0039109946,0.006564995,0.008520998
Zapis (Insert),2,1,235427.81,0.0042475867,0.0039109946,0.005797003,0.008450995
Zapis (Insert),4,1,233145.64,0.004289164,0.0039110016,0.006146001,0.008520001
