Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,22008.174,0.045437664,0.007683004,0.016901052,1.1197171
Aktualizacja (Update),2,1,23214.785,0.043075997,0.0076829963,0.015927501,1.1193688
Aktualizacja (Update),4,1,21861.262,0.045743015,0.007682007,0.016132995,1.1195092
Odczyt (Read),1,1,105660.42,0.009464282,0.0037710052,0.010894997,0.017181002
Odczyt (Read),2,1,218028.25,0.0045865616,0.0037709977,0.010545999,0.016972
Odczyt (Read),4,1,214434.94,0.0046634194,0.0033530013,0.010545999,0.017041007
Usuwanie (Delete),1,1,234220.05,0.004269489,0.0038420039,0.00475,0.0071239993
Usuwanie (Delete),2,1,231866.39,0.0043128286,0.0038419967,0.004749003,0.0080320025
Usuwanie (Delete),4,1,228660.25,0.0043733004,0.0038420039,0.004749003,0.0071246964
Zapis (Insert),1,1,21553.516,0.046396144,0.0077529983,0.017251004,1.120623
Zapis (Insert),2,1,21192.186,0.047187205,0.0077529983,0.016692,1.1237681
Zapis (Insert),4,1,21691.275,0.046101484,0.0077529983,0.016343001,1.120343
