Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,242017.81,0.0041319276,0.003841,0.006146001,0.008171999
Aktualizacja (Update),2,1,241380.5,0.0041428367,0.003841,0.006146001,0.008171999
Aktualizacja (Update),4,1,240834.27,0.0041522332,0.003841,0.006146001,0.008241007
Odczyt (Read),1,1,370588.34,0.002698412,0.0024449981,0.0032829994,0.0053080004
Odczyt (Read),2,1,377718.38,0.002647475,0.0024440014,0.0032829994,0.003841
Odczyt (Read),4,1,373055.8,0.002680564,0.0024450056,0.0032829994,0.003772002
Usuwanie (Delete),1,1,257249.11,0.0038872825,0.003772002,0.0042610043,0.0076129944
Usuwanie (Delete),2,1,259964.94,0.0038466724,0.003772002,0.0042600003,0.0067049987
Usuwanie (Delete),4,1,259700.84,0.0038505844,0.003772002,0.0042600003,0.0067740036
Zapis (Insert),1,1,231450.03,0.004320587,0.0041910023,0.0067040515,0.008591
Zapis (Insert),2,1,230424.25,0.0043398207,0.0042600003,0.005591451,0.008520011
Zapis (Insert),4,1,235126.34,0.0042530326,0.0041899984,0.0053779953,0.008520001
