Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,129635.92,0.007713911,0.007054,0.011384,0.016552
Aktualizacja (Update),1,2,71994.65,0.027280768,0.010825,0.03052,0.042882
Aktualizacja (Update),1,4,45256.6,0.08773915,0.024235,0.069983,0.105532
Aktualizacja (Update),1,8,24796.438,0.3201284,0.053988,0.182148,0.349559
Aktualizacja (Update),2,1,126849.53,0.007883356,0.0071239998,0.011873,0.017181
Aktualizacja (Update),2,2,135711.89,0.014603256,0.011035,0.029124,0.037785
Aktualizacja (Update),2,4,87594.55,0.045275163,0.023327,0.067677,0.109024
Aktualizacja (Update),2,8,53685.043,0.1453323,0.052312,0.148765,0.246196
Aktualizacja (Update),4,1,128537.0,0.0077798613,0.0071239993,0.011384001,0.016622
Aktualizacja (Update),4,2,133706.5,0.014894547,0.011245001,0.029543,0.038553
Aktualizacja (Update),4,4,137864.53,0.028341094,0.023397,0.063416,0.088211
Aktualizacja (Update),4,8,97013.75,0.080743656,0.054965,0.163501,0.273223
Odczyt (Read),1,1,242800.56,0.0041186064,0.0037719999,0.006565,0.00866
Odczyt (Read),1,2,145170.47,0.013532884,0.003911,0.021999,0.037155
Odczyt (Read),1,4,77987.85,0.050767917,0.006775,0.06293,0.115941
Odczyt (Read),1,8,41461.875,0.19194955,0.023397,0.149532,0.307795
Odczyt (Read),2,1,239728.4,0.0041713873,0.003772,0.006704,0.00901
Odczyt (Read),2,2,358579.62,0.0055761086,0.003841,0.013409999,0.029055
Odczyt (Read),2,4,242728.14,0.015923228,0.006146,0.027728,0.068305
Odczyt (Read),2,8,88183.57,0.0899244,0.023467,0.129277,0.252899
Odczyt (Read),4,1,241170.25,0.0041464483,0.003772,0.006704,0.009148999
Odczyt (Read),4,2,288950.16,0.0069188625,0.0038420004,0.021093,0.038134
Odczyt (Read),4,4,301675.9,0.013224352,0.0062850006,0.047074,0.094427
Odczyt (Read),4,8,214245.16,0.036990944,0.016762,0.073055,0.155888
Usuwanie (Delete),1,1,105316.24,0.009495211,0.007682,0.014876,0.020114
Usuwanie (Delete),1,2,52941.508,0.036917396,0.019698,0.04617,0.069499
Usuwanie (Delete),1,4,37407.453,0.10619586,0.031848,0.08835,0.133608
Usuwanie (Delete),1,8,20859.984,0.3810972,0.071449,0.219583,0.381128
Usuwanie (Delete),2,1,109873.85,0.009101347,0.007613,0.0125710005,0.017321
Usuwanie (Delete),2,2,88351.875,0.022141567,0.019696,0.043791,0.066070996
Usuwanie (Delete),2,4,76907.99,0.051729515,0.031499,0.084928,0.122573
Usuwanie (Delete),2,8,43337.223,0.18354815,0.070681,0.198563,0.302768
Usuwanie (Delete),4,1,105729.484,0.0094580995,0.007683,0.014388001,0.019624999
Usuwanie (Delete),4,2,91801.14,0.021754175,0.019905,0.041905,0.060134
Usuwanie (Delete),4,4,102172.375,0.038761243,0.031917002,0.083462,0.115939
Usuwanie (Delete),4,8,83721.38,0.09475247,0.073334,0.207152,0.306398
Zapis (Insert),1,1,106673.016,0.0093744425,0.007054,0.022488,0.030101
Zapis (Insert),1,2,58901.09,0.033843774,0.016971,0.045675,0.072006
Zapis (Insert),1,4,39538.758,0.09949249,0.028218,0.095409,0.169934
Zapis (Insert),1,8,25073.842,0.3162077,0.054337,0.27909,0.577947
Zapis (Insert),2,1,106767.94,0.009366107,0.007054,0.022559,0.029124
Zapis (Insert),2,2,97521.9,0.020494852,0.017181,0.043372,0.066769
Zapis (Insert),2,4,80922.34,0.04891064,0.028635,0.094496,0.166504
Zapis (Insert),2,8,53723.227,0.147558,0.054826,0.243609,0.48645
Zapis (Insert),4,1,106015.69,0.009432566,0.0071239993,0.022908,0.030521
Zapis (Insert),4,2,76236.62,0.026033357,0.018229,0.043791,0.070121996
Zapis (Insert),4,4,99412.25,0.03982005,0.028984,0.094357,0.165317
Zapis (Insert),4,8,94024.6,0.08437925,0.056292,0.238441,0.466057
