Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,133617.81,0.007484032,0.006705,0.011594,0.01906869
Aktualizacja (Update),1,2,86759.57,0.020655673,0.010128,0.029823,0.03995
Aktualizacja (Update),1,4,50710.46,0.075713255,0.020394,0.056293,0.081088394
Aktualizacja (Update),1,8,34991.164,0.21836682,0.039181,0.108257,0.16853
Aktualizacja (Update),2,1,132656.25,0.0075382804,0.006705,0.0117339995,0.0198357
Aktualizacja (Update),2,2,137296.08,0.014410709,0.010756,0.029473,0.03680839
Aktualizacja (Update),2,4,109648.78,0.03423158,0.020603,0.05503945,0.07808301
Aktualizacja (Update),2,8,68752.9,0.10770902,0.03953,0.104624,0.15016
Aktualizacja (Update),4,1,134141.25,0.007454829,0.0067049996,0.011594,0.018997
Aktualizacja (Update),4,2,140175.3,0.014113446,0.010477001,0.029543,0.036667
Aktualizacja (Update),4,4,161209.4,0.023969803,0.019975,0.052801,0.073195696
Aktualizacja (Update),4,8,137402.89,0.056397792,0.041417,0.104973,0.144853
Odczyt (Read),1,1,261576.36,0.0038229756,0.003353,0.006286,0.011105
Odczyt (Read),1,2,207442.92,0.007157291,0.003771,0.008591,0.015295
Odczyt (Read),1,4,110218.52,0.024883695,0.00475,0.01641645,0.0349917
Odczyt (Read),1,8,80967.89,0.08232228,0.008101,0.03122,0.0579
Odczyt (Read),2,1,252367.34,0.0039624777,0.0034219997,0.006216,0.01082669
Odczyt (Read),2,2,426433.38,0.004679333,0.0034230002,0.008241,0.01955669
Odczyt (Read),2,4,243134.94,0.012458866,0.004749,0.016902,0.038623
Odczyt (Read),2,8,172725.8,0.031517316,0.006285,0.026121,0.049867
Odczyt (Read),4,1,257964.3,0.0038765052,0.0033529995,0.006565,0.011035
Odczyt (Read),4,2,454949.16,0.0042688353,0.0033529995,0.007682,0.015226
Odczyt (Read),4,4,666052.8,0.0058639077,0.0042600003,0.0144569995,0.031499
Odczyt (Read),4,8,346312.2,0.018949166,0.008172,0.028566001,0.052033
Usuwanie (Delete),1,1,104711.42,0.009550056,0.007543,0.01327,0.01934769
Usuwanie (Delete),1,2,52495.754,0.03589433,0.019556,0.039112,0.05413038
Usuwanie (Delete),1,4,40899.992,0.09226532,0.027937,0.073545,0.10630201
Usuwanie (Delete),1,8,26628.424,0.28371075,0.060343,0.161755,0.25855768
Usuwanie (Delete),2,1,103490.6,0.009662714,0.007264,0.01354905,0.019905
Usuwanie (Delete),2,2,97449.086,0.020442747,0.018998,0.037295,0.0501477
Usuwanie (Delete),2,4,85336.55,0.045373768,0.027867,0.07207705,0.0989674
Usuwanie (Delete),2,8,53069.617,0.14014405,0.055804,0.149742,0.2180477
Usuwanie (Delete),4,1,102108.4,0.009793513,0.007543,0.013270001,0.019625999
Usuwanie (Delete),4,2,98769.06,0.019809306,0.017879,0.036318,0.04889069
Usuwanie (Delete),4,4,110546.93,0.03549793,0.030032,0.073684,0.0991067
Usuwanie (Delete),4,8,112037.24,0.06753007,0.052941,0.13298,0.183197
Zapis (Insert),1,1,117308.72,0.008524516,0.006705,0.02235,0.026611
Zapis (Insert),1,2,59170.594,0.032963518,0.01774,0.045956,0.073826805
Zapis (Insert),1,4,41549.56,0.09124543,0.025562,0.083043,0.1368227
Zapis (Insert),1,8,28941.75,0.24238765,0.044002,0.1702805,0.3429359
Zapis (Insert),2,1,121145.38,0.008254545,0.006635,0.02193,0.0259827
Zapis (Insert),2,2,101371.086,0.019564956,0.015366,0.044213504,0.0660724
Zapis (Insert),2,4,90554.74,0.041279297,0.023048,0.07752845,0.1287197
Zapis (Insert),2,8,52219.695,0.13525389,0.050496,0.182847,0.34893268
Zapis (Insert),4,1,120216.27,0.008318342,0.006636,0.022001,0.026261
Zapis (Insert),4,2,96199.164,0.020576855,0.017949,0.045746,0.070191
Zapis (Insert),4,4,114578.41,0.034817386,0.026261,0.079062,0.123481
Zapis (Insert),4,8,98155.83,0.07704933,0.051614,0.19039,0.3501207
