Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,20791.592,0.048096366,0.036667,0.062929,0.08548869
Aktualizacja (Update),1,2,15891.917,0.12584879,0.064744,0.104834,0.169089
Aktualizacja (Update),1,4,8614.923,0.4629706,0.255205,0.41975746,0.7577917
Aktualizacja (Update),1,8,6387.8037,1.2468889,0.725103,1.197237,28.457539
Aktualizacja (Update),2,1,22670.14,0.044110883,0.036179,0.048331,0.061462
Aktualizacja (Update),2,2,21733.195,0.09189849,0.069703,0.110002,0.151907
Aktualizacja (Update),2,4,10178.426,0.39271164,0.223286,0.314291,0.4164717
Aktualizacja (Update),2,8,8831.302,0.90422773,0.752622,1.222311,3.1250648
Aktualizacja (Update),4,1,6658.757,0.15017818,0.037855,0.067747,0.092541
Aktualizacja (Update),4,2,21995.031,0.09092595,0.068236,0.112097,0.15546969
Aktualizacja (Update),4,4,12315.084,0.32471034,0.224552,0.321497,0.41020152
Aktualizacja (Update),4,8,7589.0522,1.0518235,0.709687,1.256494,2.9108908
Odczyt (Read),1,1,53194.96,0.018798774,0.012432,0.04889,0.074801
Odczyt (Read),1,2,41519.465,0.047455776,0.0176,0.07068,0.126345
Odczyt (Read),1,4,28419.635,0.13754848,0.028704999,0.144504,0.267497
Odczyt (Read),1,8,11482.244,0.6856834,0.171673,0.542186,0.9153537
Odczyt (Read),2,1,62065.0,0.016112141,0.012432,0.037575,0.059576
Odczyt (Read),2,2,82524.4,0.024220327,0.017181,0.067398,0.115939
Odczyt (Read),2,4,55882.73,0.07072891,0.033384,0.138917,0.249896
Odczyt (Read),2,8,36436.414,0.21699028,0.085347,0.350888,0.5359017
Odczyt (Read),4,1,62093.652,0.016104706,0.0123620005,0.037714,0.059575
Odczyt (Read),4,2,81932.125,0.024361243,0.017181,0.067817,0.119221695
Odczyt (Read),4,4,94684.66,0.04207632,0.02675,0.12843904,0.23494902
Odczyt (Read),4,8,71176.79,0.11062896,0.054688,0.26806206,0.48479
Usuwanie (Delete),1,1,27787.992,0.035986766,0.029474,0.047144,0.059576
Usuwanie (Delete),1,2,17785.14,0.11153127,0.060065,0.106021,0.152536
Usuwanie (Delete),1,4,11170.805,0.35708877,0.197025,0.31296405,0.49469468
Usuwanie (Delete),1,8,6140.697,1.2838225,0.647368,1.192696,30.64985
Usuwanie (Delete),2,1,31513.297,0.031732637,0.027727999,0.037086,0.048261
Usuwanie (Delete),2,2,28995.184,0.068918236,0.05762,0.09414706,0.121037
Usuwanie (Delete),2,4,8402.934,0.47577763,0.188574,0.285726,0.506637
Usuwanie (Delete),2,8,7800.1855,1.0230665,0.619362,0.931278,11.375085
Usuwanie (Delete),4,1,11519.535,0.08680906,0.029124,0.043582,0.05545569
Usuwanie (Delete),4,2,28773.87,0.06948231,0.056711,0.100783,0.13298
Usuwanie (Delete),4,4,9947.363,0.40186965,0.190886,0.27435,0.354044
Usuwanie (Delete),4,8,8629.866,0.9208464,0.60904,0.911392,1.4972473
Zapis (Insert),1,1,29120.5,0.03434007,0.028635,0.041975,0.05364069
Zapis (Insert),1,2,9068.764,0.22013733,0.077874,0.151349,0.21721168
Zapis (Insert),1,4,10574.635,0.378218,0.231318,0.352006,0.512854
Zapis (Insert),1,8,6682.1846,1.1948142,0.778463,1.059229,13.526088
Zapis (Insert),2,1,31412.941,0.031834014,0.027658,0.037506,0.049589
Zapis (Insert),2,2,25925.916,0.07714258,0.064116,0.105602,0.14206
Zapis (Insert),2,4,15775.537,0.25303262,0.227407,0.329028,0.4113037
Zapis (Insert),2,8,10103.073,0.79094243,0.740819,0.982194,1.1661597
Zapis (Insert),4,1,26870.904,0.037214972,0.027727999,0.062158998,0.086395
Zapis (Insert),4,2,17229.004,0.11603714,0.069493,0.103367,0.13654199
Zapis (Insert),4,4,13570.52,0.29450566,0.226149,0.322461,0.40375867
Zapis (Insert),4,8,10151.36,0.7872654,0.74119246,0.951563,1.126103
