Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Dokument JSON: Aktualizacja,1,1,90.51,44.26,0.0,0.0,1
Dokument JSON: Aktualizacja,1,2,100.2,65.24,0.0,0.0,1
Dokument JSON: Aktualizacja,1,4,99.505,103.405,0.0,0.0,2
Dokument JSON: Aktualizacja,1,8,88.926,191.76,0.0,0.0,5
Dokument JSON: Aktualizacja,2,1,115.26,44.38,0.0,0.0,1
Dokument JSON: Aktualizacja,2,2,194.77,72.55,0.0,0.0,1
Dokument JSON: Aktualizacja,2,4,201.87,136.64999999999998,0.0,0.0,2
Dokument JSON: Aktualizacja,2,8,205.1733333333333,207.4333333333333,0.0,0.0,3
Dokument JSON: Aktualizacja,4,1,171.67,56.46,0.0,0.0,1
Dokument JSON: Aktualizacja,4,2,238.59,85.14,0.0,0.0,1
Dokument JSON: Aktualizacja,4,4,312.655,136.0,0.0,0.0,2
Dokument JSON: Aktualizacja,4,8,402.8,224.55,0.0,0.0,2
Dokument JSON: Inkrementacja,1,1,101.9,63.16,0.0,0.0,1
Dokument JSON: Inkrementacja,1,2,71.855,76.025,0.0,0.0,2
Dokument JSON: Inkrementacja,1,4,100.44,87.82,0.0,1024.0,2
Dokument JSON: Inkrementacja,1,8,101.342,200.56,0.0,0.0,5
Dokument JSON: Inkrementacja,2,1,148.18,71.92,0.0,0.0,1
Dokument JSON: Inkrementacja,2,2,163.08,76.57,0.0,0.0,1
Dokument JSON: Inkrementacja,2,4,153.47500000000002,105.535,0.0,0.0,2
Dokument JSON: Inkrementacja,2,8,206.11,196.36666666666667,0.0,0.0,3
Dokument JSON: Inkrementacja,4,1,171.67,56.46,0.0,0.0,1
Dokument JSON: Inkrementacja,4,2,238.59,85.14,0.0,0.0,1
Dokument JSON: Inkrementacja,4,4,299.1,136.1,0.0,0.0,1
Dokument JSON: Inkrementacja,4,8,351.525,198.75,0.0,0.0,2
Dokument JSON: Odczyt,1,1,88.79,60.56,0.0,0.0,1
Dokument JSON: Odczyt,1,2,99.97,80.17,0.0,0.0,1
Dokument JSON: Odczyt,1,4,101.595,103.91,0.0,0.0,2
Dokument JSON: Odczyt,1,8,101.56333333333332,167.02666666666667,0.0,0.0,3
Dokument JSON: Odczyt,2,1,123.42,60.64,0.0,0.0,1
Dokument JSON: Odczyt,2,2,179.01,55.82,0.0,0.0,1
Dokument JSON: Odczyt,2,4,197.91,95.14,0.0,0.0,1
Dokument JSON: Odczyt,2,8,199.865,175.75,0.0,0.0,2
Dokument JSON: Odczyt,4,1,274.17,39.64,0.0,0.0,1
Dokument JSON: Odczyt,4,2,250.43,85.05,0.0,0.0,1
Dokument JSON: Odczyt,4,4,351.07,63.39,0.0,0.0,1
Dokument JSON: Odczyt,4,8,394.88,70.79,0.0,0.0,1
Dokument JSON: Odczyt częściowy,1,1,88.79,60.56,0.0,0.0,1
Dokument JSON: Odczyt częściowy,1,2,99.99,77.76,0.0,0.0,1
Dokument JSON: Odczyt częściowy,1,4,99.605,130.45,0.0,0.0,2
Dokument JSON: Odczyt częściowy,1,8,100.715,190.9,0.0,0.0,4
Dokument JSON: Odczyt częściowy,2,1,123.42,60.64,0.0,0.0,1
Dokument JSON: Odczyt częściowy,2,2,194.77,72.55,0.0,0.0,1
Dokument JSON: Odczyt częściowy,2,4,194.45,67.78,0.0,0.0,1
Dokument JSON: Odczyt częściowy,2,8,200.72,178.75,0.0,0.0,2
Dokument JSON: Odczyt częściowy,4,1,176.59,55.62,0.0,0.0,1
Dokument JSON: Odczyt częściowy,4,2,271.05,75.88,0.0,0.0,1
Dokument JSON: Odczyt częściowy,4,4,326.21,135.9,0.0,0.0,1
Dokument JSON: Odczyt częściowy,4,8,387.83,181.0,0.0,0.0,1
Dokument JSON: Usuwanie,1,1,101.9,63.16,0.0,0.0,1
Dokument JSON: Usuwanie,1,2,75.075,87.705,0.0,0.0,2
Dokument JSON: Usuwanie,1,4,68.76,133.08,0.0,0.0,3
Dokument JSON: Usuwanie,1,8,84.10600000000001,181.212,0.0,0.0,5
Dokument JSON: Usuwanie,2,1,148.18,71.92,0.0,0.0,1
Dokument JSON: Usuwanie,2,2,97.225,95.935,0.0,0.0,2
Dokument JSON: Usuwanie,2,4,152.345,128.285,0.0,0.0,2
Dokument JSON: Usuwanie,2,8,144.11333333333334,171.17333333333332,0.0,0.0,3
Dokument JSON: Usuwanie,4,1,147.87,80.62,0.0,0.0,1
Dokument JSON: Usuwanie,4,2,135.135,100.09,0.0,307.1999999999971,2
Dokument JSON: Usuwanie,4,4,174.48,146.99,0.0,0.0,2
Dokument JSON: Usuwanie,4,8,199.74,153.795,0.0,1024.0,2
Dokument JSON: Zapis,1,1,97.67,50.43,0.0,0.0,1
Dokument JSON: Zapis,1,2,93.86,82.62,0.0,102.40000000000872,2
Dokument JSON: Zapis,1,4,97.24,93.83,0.04,0.0,2
Dokument JSON: Zapis,1,8,98.782,180.568,0.0700000000000002,0.0,5
Dokument JSON: Zapis,2,1,139.38,55.85,0.0,0.0,1
Dokument JSON: Zapis,2,2,141.8,76.69,0.0,0.0,1
