Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Aktualizacja (Update),1,1,95.18,107.3,0.0,62.0,2
Aktualizacja (Update),1,2,100.95666666666666,157.96666666666667,0.0,166.0,3
Aktualizacja (Update),1,4,102.08833333333332,261.65000000000003,0.0,337.9200000000001,6
Aktualizacja (Update),1,8,102.085,475.47222222222223,0.0,665.5999999999999,18
Aktualizacja (Update),2,1,99.985,86.625,0.0,106.0,2
Aktualizacja (Update),2,2,175.025,141.10000000000002,0.0,92.0,2
Aktualizacja (Update),2,4,208.92,234.30000000000004,0.0,174.08000000000015,3
Aktualizacja (Update),2,8,198.97444444444443,452.2000000000001,0.0,358.4000000000001,9
Aktualizacja (Update),4,1,114.65,88.86,0.0,62.0,2
Aktualizacja (Update),4,2,201.25,142.55,0.0,188.0,2
Aktualizacja (Update),4,4,303.75333333333333,249.5666666666667,0.0,184.32000000000016,3
Aktualizacja (Update),4,8,416.5100000000001,448.04,0.0,368.6399999999999,5
Odczyt (Read),1,1,102.86,98.25,0.0,0.0,1
Odczyt (Read),1,2,99.705,160.4,0.0,0.0,2
Odczyt (Read),1,4,98.48333333333332,239.66666666666663,0.0,0.0,3
Odczyt (Read),1,8,100.891,462.36,0.0,358.4000000000001,10
Odczyt (Read),2,1,117.93,87.25,0.0,0.0,1
Odczyt (Read),2,2,189.06,140.45,0.0,19.0,2
Odczyt (Read),2,4,200.365,247.1,0.0,0.0,2
Odczyt (Read),2,8,202.782,434.72,0.0,317.44000000000005,5
Odczyt (Read),4,1,143.4,83.9,0.0,0.0,1
Odczyt (Read),4,2,233.8,132.7,0.0,0.0,1
Odczyt (Read),4,4,389.58,219.2,0.0,0.0,1
Odczyt (Read),4,8,402.5566666666667,435.73333333333335,0.0,0.0,3
Usuwanie (Delete),1,1,99.715,118.4,0.0,64.0,2
Usuwanie (Delete),1,2,101.2,161.53333333333333,0.0,151.92000000000007,3
Usuwanie (Delete),1,4,100.88285714285716,268.45714285714286,0.0,286.7199999999998,7
Usuwanie (Delete),1,8,101.82761904761904,476.9190476190476,0.0,942.08,21
Usuwanie (Delete),2,1,100.66,85.61,0.0,0.0,1
Usuwanie (Delete),2,2,180.315,145.8,0.0,145.24,2
Usuwanie (Delete),2,4,206.3475,255.4,0.0,296.96000000000004,4
Usuwanie (Delete),2,8,194.329,447.63,0.0,901.12,10
Usuwanie (Delete),4,1,130.555,101.06,0.0,104.0,2
Usuwanie (Delete),4,2,248.925,163.8,0.0,153.68000000000006,2
Usuwanie (Delete),4,4,302.64666666666665,260.2333333333333,0.0,266.24,3
Usuwanie (Delete),4,8,378.88166666666666,445.6666666666667,0.0,624.6400000000003,6
Zapis (Insert),1,1,99.55,99.875,0.0,57.0,2
Zapis (Insert),1,2,101.75,140.53333333333333,0.0,171.0,3
Zapis (Insert),1,4,101.21142857142856,224.07142857142856,0.0,399.3599999999999,7
Zapis (Insert),1,8,101.954,394.83,0.0,983.04,20
Zapis (Insert),2,1,107.47,86.58,0.0,109.0,2
Zapis (Insert),2,2,178.32333333333335,123.33333333333331,0.0,161.0,3
Zapis (Insert),2,4,202.2975,208.65,0.0,368.6399999999999,4
Zapis (Insert),2,8,207.129,381.63,0.0,819.1999999999998,10
Zapis (Insert),4,1,151.57,83.22,0.0,67.0,2
Zapis (Insert),4,2,201.725,127.05,0.0,130.0,2
Zapis (Insert),4,4,307.675,215.075,0.0,358.39999999999986,4
Zapis (Insert),4,8,332.22,379.8833333333334,0.0,768.0,6
