Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,365.4748,2.7361667,2.648422,3.2465625,3.6473942
Aktualizacja (Update),1,2,1009.38666,1.9811496,1.9572976,2.2663498,2.5532992
Aktualizacja (Update),1,4,1949.153,2.0488286,2.016279,2.3536248,2.7446086
Aktualizacja (Update),1,8,2919.711,2.7361417,2.097296,2.620772,33.53566
Aktualizacja (Update),2,1,367.05194,2.72441,2.6395626,3.267252,3.6818295
Aktualizacja (Update),2,2,970.77814,2.0601952,1.97019,2.7256403,3.4661148
Aktualizacja (Update),2,4,1802.4106,2.2177303,2.032002,3.369977,4.110903
Aktualizacja (Update),2,8,3701.7834,2.1523654,2.085291,2.6286707,3.4101377
Aktualizacja (Update),4,1,366.3371,2.7297263,2.650251,3.2378476,3.6121392
Aktualizacja (Update),4,2,1011.9729,1.9762504,1.948121,2.262288,2.5408113
Aktualizacja (Update),4,4,1962.4066,2.0373497,2.007767,2.3369396,2.72311
Aktualizacja (Update),4,8,3685.805,2.1593502,2.093883,2.6594033,3.4008543
Odczyt (Read),1,1,2588.138,0.3863782,0.3621325,0.4823345,0.5595777
Odczyt (Read),1,2,4846.748,0.41204113,0.392724,0.5245895,0.64220977
Odczyt (Read),1,4,7936.1587,0.49531582,0.47835,0.62935597,0.7591184
Odczyt (Read),1,8,9045.837,0.8753245,0.84621,1.0322045,1.651779
Odczyt (Read),2,1,2778.3489,0.35992602,0.354591,0.393291,0.4865958
Odczyt (Read),2,2,4903.49,0.40772483,0.38602,0.51501906,0.6280957
Odczyt (Read),2,4,7244.7524,0.53990996,0.529198,0.6564545,0.8049367
Odczyt (Read),2,8,9414.402,0.8452624,0.822746,0.992603,1.4608297
Odczyt (Read),4,1,2699.0962,0.3704944,0.359899,0.432466,0.5435934
Odczyt (Read),4,2,4796.6064,0.41427252,0.399361,0.50517553,0.64367276
Odczyt (Read),4,4,7622.0757,0.5200494,0.505382,0.632845,0.78580207
Odczyt (Read),4,8,9355.379,0.8470251,0.824842,0.999309,1.5160757
Usuwanie (Delete),1,1,360.22525,2.7760408,2.6930509,3.3228967,3.7507548
Usuwanie (Delete),1,2,1000.0798,1.9996891,1.968193,2.280702,2.6237056
Usuwanie (Delete),1,4,1955.852,2.0437288,1.999447,2.4572709,3.3124964
Usuwanie (Delete),1,8,2761.5027,2.8941505,2.095341,2.9971554,37.162113
Usuwanie (Delete),2,1,385.06766,2.596946,2.5265226,3.123795,3.8660588
Usuwanie (Delete),2,2,997.66766,2.004104,1.9708545,2.2869303,2.6753972
Usuwanie (Delete),2,4,1931.8939,2.0692585,2.025716,2.44086,3.3334525
Usuwanie (Delete),2,8,3636.5142,2.1930394,2.1038694,2.784486,3.7472737
Usuwanie (Delete),4,1,367.6239,2.7201715,2.6316376,3.239472,3.6383162
Usuwanie (Delete),4,2,1007.43115,1.9844949,1.961392,2.2506878,2.606687
Usuwanie (Delete),4,4,1928.1731,2.072372,2.024739,2.477808,3.3472135
Usuwanie (Delete),4,8,3633.3901,2.19569,2.104779,2.781631,3.8433764
Zapis (Insert),1,1,359.9129,2.77845,2.691794,3.3556101,3.7968662
Zapis (Insert),1,2,701.37946,2.8506422,2.8386374,3.6289635,4.2273536
Zapis (Insert),1,4,1960.8422,2.038095,2.003568,2.415009,2.8683121
Zapis (Insert),1,8,3631.15,2.1894233,2.086401,2.6298485,3.4779422
Zapis (Insert),2,1,362.86285,2.755862,2.6538796,3.367071,3.8399506
Zapis (Insert),2,2,780.69226,2.5609796,2.5028806,3.148932,3.7355952
Zapis (Insert),2,4,1976.3903,2.0231547,1.991842,2.3729765,2.8136835
Zapis (Insert),2,8,3697.3745,2.1560493,2.088155,2.6160364,3.4176142
Zapis (Insert),4,1,355.6771,2.811539,2.729592,3.3979762,3.8454385
Zapis (Insert),4,2,658.6761,3.0357373,3.0096254,3.8572195,4.4615674
Zapis (Insert),4,4,1952.298,2.0469358,2.014891,2.3791971,2.836311
Zapis (Insert),4,8,3688.8765,2.1582894,2.080055,2.6249118,3.4912958
