Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,492.688,2.0296822,1.945255,2.223508,2.4939418
Aktualizacja (Update),1,2,989.8675,2.0204508,1.961878,2.276661,2.748378
Aktualizacja (Update),1,4,1886.7122,2.1198535,2.021874,2.398051,3.2951767
Aktualizacja (Update),1,8,3695.1956,2.1642437,2.082011,2.612117,3.592854
Aktualizacja (Update),2,1,509.35483,1.963268,1.93939,2.215408,2.43917
Aktualizacja (Update),2,2,1004.1002,1.9914805,1.962784,2.259475,2.632015
Aktualizacja (Update),2,4,1948.3522,2.05256,2.013983,2.350693,3.087464
Aktualizacja (Update),2,8,3685.4094,2.1698015,2.076351,2.599681,3.623225
Aktualizacja (Update),4,1,506.96045,1.9725404,1.94812,2.222317,2.4551086
Aktualizacja (Update),4,2,1001.775,1.9961662,1.966133,2.271274,2.652335
Aktualizacja (Update),4,4,1944.5383,2.0569499,2.017336,2.374441,3.10723
Aktualizacja (Update),4,8,3658.3916,2.1854568,2.088576,2.670295,3.644181
Odczyt (Read),1,1,2713.9211,0.36847055,0.358154,0.438403,0.4878527
Odczyt (Read),1,2,4879.497,0.40973145,0.393144,0.513343,0.601345
Odczyt (Read),1,4,7623.789,0.52418894,0.514041,0.644368,0.724407
Odczyt (Read),1,8,9356.331,0.8540235,0.848597,0.98793,1.083194
Odczyt (Read),2,1,2726.975,0.3667067,0.356337,0.43658602,0.493508
Odczyt (Read),2,2,4882.326,0.4095815,0.39447,0.509781,0.595267
Odczyt (Read),2,4,7525.067,0.53067565,0.517883,0.664553,0.752484
Odczyt (Read),2,8,9402.2705,0.84973985,0.844047,0.982196,1.074528
Odczyt (Read),4,1,2666.3428,0.37504557,0.361643,0.44797,0.506289
Odczyt (Read),4,2,4886.464,0.40925825,0.393978,0.508867,0.59163
Odczyt (Read),4,4,7541.1157,0.52677786,0.517184,0.646114,0.72154295
Odczyt (Read),4,8,9401.835,0.85008335,0.844886,0.982058,1.074459
Usuwanie (Delete),1,1,498.6414,2.0054493,1.966906,2.241667,2.507978
Usuwanie (Delete),1,2,964.1466,2.0743537,1.981505,2.296699,3.06211
Usuwanie (Delete),1,4,1917.6656,2.0857153,2.02851,2.388199,3.43535
Usuwanie (Delete),1,8,3570.9004,2.2398112,2.131878,2.89232,4.0133
Usuwanie (Delete),2,1,504.06473,1.9838723,1.959845,2.234049,2.477942
Usuwanie (Delete),2,2,994.75385,2.0104892,1.977933,2.276444,2.7437582
Usuwanie (Delete),2,4,1931.6388,2.0706124,2.023759,2.374365,3.420471
Usuwanie (Delete),2,8,3530.7485,2.2639525,2.144938,2.901759,4.008069
Usuwanie (Delete),4,1,503.17722,1.9873713,1.963344,2.236979,2.493169
Usuwanie (Delete),4,2,992.0053,2.0159533,1.982477,2.2872689,2.7603128
Usuwanie (Delete),4,4,1900.4194,2.104685,2.028161,2.395389,3.438555
Usuwanie (Delete),4,8,3576.7173,2.2362375,2.138302,2.858868,3.988712
Zapis (Insert),1,1,493.24173,2.0274036,1.943657,2.222741,2.493169
Zapis (Insert),1,2,988.2431,2.0236626,1.965511,2.28469,2.7075949
Zapis (Insert),1,4,1917.2454,2.0859334,2.0178201,2.388614,3.101363
Zapis (Insert),1,8,3718.3127,2.151117,2.077743,2.57635,3.540667
Zapis (Insert),2,1,509.95206,1.9609685,1.937084,2.213803,2.436742
Zapis (Insert),2,2,1004.66846,1.9906818,1.963204,2.256121,2.597651
Zapis (Insert),2,4,1950.0522,2.0508606,2.014608,2.344341,2.968173
Zapis (Insert),2,8,3719.011,2.150517,2.078937,2.560511,3.541578
Zapis (Insert),4,1,504.8954,1.9806082,1.943095,2.219461,2.461605
Zapis (Insert),4,2,1001.4641,1.996992,1.9674,2.276938,2.639984
Zapis (Insert),4,4,1920.5741,2.0823238,2.015245,2.367743,3.140415
Zapis (Insert),4,8,3650.3765,2.1909466,2.084803,2.634534,3.627417
