Operacja,CPU Limit,Procesy Klienckie,CPU Baza [%],RAM Baza [MiB],CPU Klient [%],RAM Klient [MiB],Odczyt Baza [MiB],Zapis Baza [MiB],Liczba probek
Aktualizacja (Update),1,1,100.9525,630.35,40.0475,104.375,0.0,204.8000000000029,4
Aktualizacja (Update),1,2,98.44,671.9666666666667,157.88333333333333,158.43333333333334,0.0,102.39999999999418,3
Aktualizacja (Update),1,4,95.74,748.2166666666667,260.00166666666667,256.7,0.0,204.7999999999884,6
Aktualizacja (Update),1,8,101.20583333333332,951.2666666666668,302.2658333333333,461.7583333333334,0.0,409.6000000000058,12
Aktualizacja (Update),2,1,69.86500000000001,866.3499999999999,187.195,106.265,0.0,0.0,2
Aktualizacja (Update),2,2,175.90666666666667,915.2333333333332,298.19666666666666,180.53333333333333,0.0,0.0,3
Aktualizacja (Update),2,4,130.88333333333333,984.8666666666668,388.88,233.2333333333333,0.0,0.0,3
Aktualizacja (Update),2,8,183.934,1199.104,585.8059999999999,453.54,0.0,1024.0,5
Aktualizacja (Update),4,1,86.33333333333333,653.6333333333333,149.07666666666668,76.95333333333333,0.0,0.0,3
Aktualizacja (Update),4,2,97.51333333333334,708.5333333333333,310.35,130.93333333333334,0.0,0.0,3
Aktualizacja (Update),4,4,181.11333333333332,771.1333333333332,366.0933333333333,198.1,0.0,0.0,3
Aktualizacja (Update),4,8,356.7683333333334,980.4,634.7066666666666,383.81666666666666,0.0,1024.0,6
Odczyt (Read),1,1,100.27,644.2333333333333,201.78,104.66666666666669,0.0,102.39999999999418,3
Odczyt (Read),1,2,59.225,670.95,230.0,157.9,0.0,0.0,2
Odczyt (Read),1,4,81.79666666666667,764.9666666666667,206.98666666666668,220.86666666666667,0.0,102.40000000000872,3
Odczyt (Read),1,8,101.99222222222222,956.077777777778,351.29222222222216,473.72222222222223,0.0,307.1999999999971,9
Odczyt (Read),2,1,38.24,867.05,191.82,116.105,0.0,0.0,2
Odczyt (Read),2,2,163.72500000000002,914.65,296.22,150.55,0.0,0.0,2
Odczyt (Read),2,4,113.1,987.85,401.07,207.0,0.0,0.0,2
Odczyt (Read),2,8,153.20499999999998,1196.288,766.2375,467.95,0.0,0.0,4
Odczyt (Read),4,1,48.260000000000005,655.6500000000001,187.83,77.52000000000001,0.0,0.0,2
Odczyt (Read),4,2,64.66,706.45,305.78,89.295,0.0,0.0,2
Odczyt (Read),4,4,283.3833333333333,772.6333333333333,457.56666666666666,238.03333333333333,0.0,0.0,3
Odczyt (Read),4,8,307.1666666666667,977.7333333333332,720.2833333333333,328.07,0.0,0.0,3
Usuwanie (Delete),1,1,101.99666666666668,620.5333333333333,150.04,122.76666666666668,0.0,102.40000000000872,3
Usuwanie (Delete),1,2,74.945,667.4,325.225,188.0,0.0,0.0,2
Usuwanie (Delete),1,4,101.585,717.2166666666667,279.5,258.3,0.0,204.8000000000029,6
Usuwanie (Delete),1,8,101.94777777777776,835.4333333333333,206.77222222222224,414.4222222222222,0.0,204.8000000000029,9
Usuwanie (Delete),2,1,115.07,866.3,196.67,116.95,0.0,0.0,2
Usuwanie (Delete),2,2,197.615,909.25,176.865,153.3,0.0,0.0,2
Usuwanie (Delete),2,4,120.55,974.7666666666668,683.6533333333333,349.06666666666666,0.0,0.0,3
Usuwanie (Delete),2,8,197.188,1115.5656,428.842,428.32,0.0,0.0,5
Usuwanie (Delete),4,1,87.63,648.5999999999999,276.27,103.615,0.0,0.0,2
Usuwanie (Delete),4,2,277.59000000000003,701.95,234.25,129.8,0.0,0.0,2
Usuwanie (Delete),4,4,180.8166666666667,757.1666666666666,639.8633333333333,309.56666666666666,0.0,0.0,3
Usuwanie (Delete),4,8,305.55,919.525,559.39,350.33,0.0,0.0,4
Zapis (Insert),1,1,100.59,631.9,95.885,105.225,0.0,102.40000000000146,4
Zapis (Insert),1,2,100.4375,641.7,182.5775,144.825,0.0,102.39999999999418,4
Zapis (Insert),1,4,100.978,719.9399999999999,196.324,243.78000000000003,0.0,204.8000000000029,5
Zapis (Insert),1,8,101.25583333333331,769.6083333333332,237.74666666666667,455.85833333333335,0.0,409.6000000000058,12
Zapis (Insert),2,1,94.955,854.7,69.47999999999999,109.76,0.0,1024.0,2
Zapis (Insert),2,2,185.2133333333333,884.9666666666667,225.23666666666668,164.46666666666667,0.0,0.0,3
Zapis (Insert),2,4,170.435,936.025,337.9825,267.25,0.0,1024.0,4
Zapis (Insert),2,8,174.794,1044.2448,583.264,412.67,0.0,0.0,5
Zapis (Insert),4,1,84.73333333333333,648.8666666666667,145.10666666666663,77.65333333333334,0.0,0.0,3
Zapis (Insert),4,2,149.215,676.65,141.38,83.16499999999999,0.0,0.0,2
Zapis (Insert),4,4,371.5425,745.075,426.0425,224.5,0.0,1024.0,4
Zapis (Insert),4,8,240.446,861.3399999999999,762.572,398.38,0.0,1024.0,5
