Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,4210.3877,0.2375078,0.233484,0.30961645,0.3445344
Aktualizacja (Update),1,2,8833.671,0.22534055,0.218608,0.276926,0.335314
Aktualizacja (Update),1,4,7838.171,0.49096903,0.303676,0.4145195,0.591707
Aktualizacja (Update),1,8,9182.511,0.8549803,0.398802,0.58458304,1.0070801
Aktualizacja (Update),2,1,4145.2627,0.24123923,0.2190655,0.3866664,0.6474561
Aktualizacja (Update),2,2,8227.847,0.234473,0.226506,0.2856127,0.33857447
Aktualizacja (Update),2,4,12327.91,0.31195927,0.3097155,0.39155316,0.44261965
Aktualizacja (Update),2,8,9645.416,0.8162962,0.4663985,0.7636103,1.2571867
Aktualizacja (Update),4,1,4654.042,0.214867,0.216442,0.267288,0.31108248
Aktualizacja (Update),4,2,7712.6904,0.24886787,0.240748,0.32253307,0.37568468
Aktualizacja (Update),4,4,11754.953,0.31021133,0.30619,0.40278646,0.45733
Aktualizacja (Update),4,8,13370.28,0.5815594,0.501889,0.90390754,1.2455784
Odczyt (Read),1,1,5766.8228,0.1734057,0.157076,0.2410305,0.2769281
Odczyt (Read),1,2,9938.387,0.18983027,0.18641,0.24130605,0.2900574
Odczyt (Read),1,4,11211.545,0.34755188,0.23851301,0.332311,0.4501388
Odczyt (Read),1,8,11108.8,0.7086173,0.331892,0.50154,0.83896047
Odczyt (Read),2,1,4910.5356,0.20364377,0.1952155,0.27902704,0.3596294
Odczyt (Read),2,2,9918.724,0.1916114,0.18854299,0.24060975,0.27253786
Odczyt (Read),2,4,16872.781,0.23185773,0.229419,0.2910351,0.3310684
Odczyt (Read),2,8,22433.56,0.3503847,0.343114,0.451388,0.60332245
Odczyt (Read),4,1,5392.094,0.18545671,0.184105,0.23543905,0.262888
Odczyt (Read),4,2,10692.664,0.17606176,0.167134,0.23523,0.2819557
Odczyt (Read),4,4,17265.54,0.21798553,0.215535,0.27818307,0.3193238
Odczyt (Read),4,8,22176.371,0.3514207,0.342579,0.43952447,0.59401274
Usuwanie (Delete),1,1,5439.6333,0.18383591,0.166226,0.25981846,0.31150007
Usuwanie (Delete),1,2,9518.673,0.20725454,0.19521,0.258557,0.31059068
Usuwanie (Delete),1,4,9052.254,0.43781367,0.245287,0.330636,0.49994028
Usuwanie (Delete),1,8,8784.54,0.8933171,0.361925,0.582488,1.0023974
Usuwanie (Delete),2,1,4746.083,0.21070008,0.199891,0.270929,0.39979836
Usuwanie (Delete),2,2,9304.342,0.2114778,0.208684,0.2724734,0.34261516
Usuwanie (Delete),2,4,14005.238,0.27963412,0.27684,0.3379693,0.3727551
Usuwanie (Delete),2,8,15463.127,0.5053425,0.381098,0.53148925,0.78894866
Usuwanie (Delete),4,1,5099.714,0.19608943,0.191508,0.25891045,0.30829757
Usuwanie (Delete),4,2,9175.9795,0.21617994,0.211484,0.27001545,0.316038
Usuwanie (Delete),4,4,15634.384,0.24970132,0.2441,0.320578,0.38420612
Usuwanie (Delete),4,8,18265.37,0.4308861,0.415774,0.595968,0.7927171
Zapis (Insert),1,1,4562.711,0.21916796,0.211064,0.27476105,0.3205815
Zapis (Insert),1,2,8527.977,0.22733343,0.218049,0.28468245,0.32854
Zapis (Insert),1,4,7793.6836,0.5060665,0.307796,0.41598648,0.6246744
Zapis (Insert),1,8,8463.446,0.9235043,0.4127,0.623563,1.1504539
Zapis (Insert),2,1,4772.3296,0.20954126,0.197033,0.2762361,0.3283438
Zapis (Insert),2,2,8170.2783,0.2419432,0.2289105,0.337692,0.41739064
Zapis (Insert),2,4,13602.785,0.28866473,0.2813995,0.3755864,0.48177207
Zapis (Insert),2,8,14762.997,0.52607715,0.452102,0.63379854,0.9337614
Zapis (Insert),4,1,4452.507,0.22459258,0.219934,0.276088,0.3177182
Zapis (Insert),4,2,8415.513,0.23455329,0.231459,0.2885935,0.3340584
Zapis (Insert),4,4,12380.028,0.29993623,0.293619,0.394821,0.44629568
Zapis (Insert),4,8,16598.236,0.47068524,0.448181,0.650934,0.9687971
