Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,3959.9248,0.25253007,0.238028,0.30025807,0.352083
Aktualizacja (Update),1,2,5066.089,0.3776042,0.274905,0.380647,0.5221517
Aktualizacja (Update),1,4,4248.8994,0.93183154,0.381205,0.581306,0.979622
Aktualizacja (Update),1,8,4677.535,1.692405,0.524242,0.942112,66.907455
Aktualizacja (Update),2,1,3984.84,0.25095108,0.245217,0.299484,0.32826
Aktualizacja (Update),2,2,6870.132,0.28771794,0.272456,0.36283547,0.453627
Aktualizacja (Update),2,4,10901.012,0.36495343,0.358921,0.462148,0.5218647
Aktualizacja (Update),2,8,9088.194,0.86921155,0.537229,0.80745,1.3723422
Aktualizacja (Update),4,1,3626.5876,0.2757413,0.262818,0.403272,0.5242404
Aktualizacja (Update),4,2,6679.871,0.28715056,0.27874202,0.373518,0.428973
Aktualizacja (Update),4,4,9533.271,0.41275492,0.403132,0.562024,0.6631567
Aktualizacja (Update),4,8,12846.233,0.6077789,0.582837,0.877713,1.144652
Odczyt (Read),1,1,5340.966,0.18723205,0.18305999,0.254301,0.28629
Odczyt (Read),1,2,10284.476,0.19007613,0.18836899,0.25045902,0.2973257
Odczyt (Read),1,4,12803.791,0.31123862,0.234883,0.327845,0.44127
Odczyt (Read),1,8,3886.1216,2.02146,0.592757,1.097234,70.507416
Odczyt (Read),2,1,5610.1226,0.17824923,0.161197,0.248989,0.28321168
Odczyt (Read),2,2,10670.148,0.18595098,0.187108,0.24389,0.291243
Odczyt (Read),2,4,16449.254,0.23868386,0.235789,0.300812,0.34139
Odczyt (Read),2,8,8389.836,0.94174063,0.567471,0.773018,1.3566979
Odczyt (Read),4,1,5232.5537,0.1911113,0.191578,0.245777,0.282443
Odczyt (Read),4,2,10496.365,0.18748969,0.187597,0.244938,0.290266
Odczyt (Read),4,4,16988.928,0.23312402,0.230481,0.285517,0.327143
Odczyt (Read),4,8,12238.075,0.64692295,0.635289,1.035977,1.2674367
Usuwanie (Delete),1,1,2948.9583,0.3391028,0.196331,0.288175,0.393919
Usuwanie (Delete),1,2,4083.349,0.4868305,0.214699,0.32114,0.5204068
Usuwanie (Delete),1,4,5962.526,0.6525052,0.27050298,0.398036,0.673918
Usuwanie (Delete),1,8,5684.041,1.3715111,0.377641,0.717706,68.683464
Usuwanie (Delete),2,1,4895.0884,0.20428641,0.19954,0.264773,0.3193914
Usuwanie (Delete),2,2,8235.507,0.2426502,0.210785,0.29068846,0.3754768
Usuwanie (Delete),2,4,9517.326,0.41387352,0.273434,0.386928,0.5591607
Usuwanie (Delete),2,8,10616.13,0.7422006,0.382249,0.628444,1.004547
Usuwanie (Delete),4,1,4952.1245,0.20193353,0.19542,0.275878,0.3706557
Usuwanie (Delete),4,2,8508.319,0.2328114,0.224405,0.32854,0.405507
Usuwanie (Delete),4,4,12387.4795,0.31834012,0.305073,0.428904,0.52102774
Usuwanie (Delete),4,8,15147.083,0.51769,0.434072,0.771273,1.0795602
Zapis (Insert),1,1,2543.692,0.39312938,0.258282,0.36424047,0.4816454
Zapis (Insert),1,2,5893.3486,0.3366929,0.275254,0.374432,0.47898868
Zapis (Insert),1,4,4784.3457,0.8139977,0.391822,0.573974,0.9034975
Zapis (Insert),1,8,5013.5938,1.5858203,0.522636,0.943442,59.691338
Zapis (Insert),2,1,3754.4905,0.26634774,0.26142,0.321974,0.39691567
Zapis (Insert),2,2,6912.896,0.28448495,0.273224,0.348724,0.422966
Zapis (Insert),2,4,8093.4,0.4829858,0.382597,0.52025706,0.6686737
Zapis (Insert),2,8,9576.054,0.8245975,0.53674,0.805425,1.3217062
Zapis (Insert),4,1,3534.8516,0.2828973,0.274412,0.36206406,0.43386438
Zapis (Insert),4,2,6258.7773,0.3077029,0.29564402,0.413329,0.5091537
Zapis (Insert),4,4,9075.458,0.42918515,0.419475,0.546239,0.6436717
Zapis (Insert),4,8,11691.727,0.66941154,0.601975,0.947835,1.271277
