Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,4158.368,0.24047893,0.216721,0.272805,0.337549
Aktualizacja (Update),1,2,7075.219,0.28053862,0.223217,0.305073,0.407601
Aktualizacja (Update),1,4,6494.2695,0.61146265,0.30151,0.433165,0.7033867
Aktualizacja (Update),1,8,6293.644,1.2675574,0.426318,0.764286,57.98601
Aktualizacja (Update),2,1,4554.376,0.21956903,0.216162,0.278603,0.34202
Aktualizacja (Update),2,2,8362.243,0.23849297,0.226498,0.297881,0.373516
Aktualizacja (Update),2,4,11135.562,0.35737693,0.312198,0.413471,0.493091
Aktualizacja (Update),2,8,11653.586,0.6827255,0.441197,0.647162,1.001614
Aktualizacja (Update),4,1,4468.028,0.2238124,0.218328,0.286424,0.387067
Aktualizacja (Update),4,2,8017.478,0.2463769,0.238652,0.326096,0.416542
Aktualizacja (Update),4,4,11639.438,0.3401943,0.33287,0.442593,0.522284
Aktualizacja (Update),4,8,14707.153,0.539946,0.487781,0.764288,1.053088
Odczyt (Read),1,1,5573.7876,0.17941122,0.174257,0.236766,0.275668
Odczyt (Read),1,2,11120.424,0.17908187,0.175863,0.236697,0.278602
Odczyt (Read),1,4,14674.322,0.2716445,0.220703,0.295923,0.385951
Odczyt (Read),1,8,12209.057,0.648705,0.331542,0.463264,0.741657
Odczyt (Read),2,1,5680.854,0.17602988,0.179285,0.226639,0.26554
Odczyt (Read),2,2,11300.475,0.17530462,0.171185,0.229504,0.270852
Odczyt (Read),2,4,17391.959,0.22730334,0.222031,0.281258,0.326166
Odczyt (Read),2,8,22248.041,0.35689762,0.351307,0.441823,0.550707
Odczyt (Read),4,1,5723.2085,0.17472717,0.161406,0.236417,0.278043
Odczyt (Read),4,2,11171.227,0.17895994,0.17705101,0.233205,0.273295
Odczyt (Read),4,4,18006.496,0.22010057,0.215535,0.280907,0.33769
Odczyt (Read),4,8,22155.059,0.35832945,0.354032,0.44434,0.557345
Usuwanie (Delete),1,1,4326.6396,0.23112625,0.193045,0.261979,0.324349
Usuwanie (Delete),1,2,6969.999,0.28603867,0.202404,0.285516,0.395169
Usuwanie (Delete),1,4,7055.271,0.5489275,0.260234,0.387557,0.632425
Usuwanie (Delete),1,8,6852.5054,1.1586732,0.371352,0.670069,57.974735
Usuwanie (Delete),2,1,5135.629,0.19471812,0.189554,0.255765,0.305564
Usuwanie (Delete),2,2,8759.9,0.22798449,0.206105,0.282721,0.36199299
Usuwanie (Delete),2,4,12354.945,0.32049087,0.271899,0.36053,0.44462
Usuwanie (Delete),2,8,12755.8545,0.6187499,0.38197,0.589333,0.895174
Usuwanie (Delete),4,1,4928.9277,0.20288387,0.196257,0.26163,0.33727
Usuwanie (Delete),4,2,9195.599,0.2173651,0.210156,0.287682,0.364439
Usuwanie (Delete),4,4,12858.859,0.3070889,0.293689,0.412281,0.511947
Usuwanie (Delete),4,8,16048.874,0.49289334,0.428833,0.715677,0.984641
Zapis (Insert),1,1,4104.9834,0.24360634,0.218468,0.27532,0.342858
Zapis (Insert),1,2,7095.096,0.28041795,0.222798,0.305282,0.411303
Zapis (Insert),1,4,7265.305,0.54807526,0.29697,0.453838,0.731253
Zapis (Insert),1,8,6687.9966,1.1884482,0.425621,0.750865,56.844532
Zapis (Insert),2,1,4605.209,0.21714541,0.212533,0.275671,0.343419
Zapis (Insert),2,2,8143.998,0.24457987,0.227549,0.304935,0.392658
Zapis (Insert),2,4,11253.339,0.35265425,0.313803,0.404109,0.47528
Zapis (Insert),2,8,11820.126,0.6718327,0.4421,0.646247,0.99064
Zapis (Insert),4,1,4405.7993,0.22697358,0.222239,0.29257,0.422128
Zapis (Insert),4,2,8049.7026,0.2468542,0.237465,0.333568,0.429322
Zapis (Insert),4,4,11941.026,0.33333772,0.32204401,0.455095,0.552107
Zapis (Insert),4,8,14830.083,0.53173226,0.48401,0.761286,1.045685
