Operacja,CPU Limit,Procesy Klienckie,CPU Baza [%],RAM Baza [MiB],CPU Klient [%],RAM Klient [MiB],Odczyt Baza [MiB],Zapis Baza [MiB],Liczba probek
Aktualizacja (Update),1,1,70.11790322580646,707.2935483870967,66.67379032258064,56.898790322580645,0.0,2508.7999999999997,124
Aktualizacja (Update),1,2,100.44737931034484,974.9682758620688,118.88448275862068,94.52331034482758,0.0,3276.800000000001,145
Aktualizacja (Update),1,4,101.7100641025641,1482.942358974359,154.26448717948716,170.05993589743588,0.0,6246.4000000000015,312
Aktualizacja (Update),1,8,101.77566302652106,2450.689198127925,228.0265054602184,322.60436817472697,130.1,11264.0,641
Aktualizacja (Update),2,1,112.88350877192984,932.2736842105264,74.47157894736843,79.42894736842105,0.0,5017.6,114
Aktualizacja (Update),2,2,145.41170731707317,1198.5711869918698,140.77813008130082,117.89479674796748,0.0,5120.0,123
Aktualizacja (Update),2,4,198.46313513513516,1717.1981837837836,275.5275675675676,194.1658918918919,0.0,10444.799999999996,185
Aktualizacja (Update),2,8,205.84785714285715,2713.6877714285715,428.4677142857143,346.69714285714286,0.0,15667.199999999995,350
Aktualizacja (Update),4,1,133.98991379310343,747.2715517241379,73.56810344827586,43.23077586206896,0.0,6451.199999999997,116
Aktualizacja (Update),4,2,193.4860465116279,1025.302480620155,148.77178294573645,81.00596899224807,0.0,9625.6,129
Aktualizacja (Update),4,4,265.1570056497175,1543.0870056497176,310.5749152542373,156.44435028248589,33.7,13516.799999999988,177
Aktualizacja (Update),4,8,350.5532974910394,2504.355326164875,597.7824014336918,296.9181720430108,2353.2,26624.0,279
Odczyt (Read),1,1,38.5675,692.0315217391304,72.42771739130436,56.59271739130435,0.0,51.20000000000073,92
Odczyt (Read),1,2,73.29826086956521,963.758695652174,141.6488043478261,93.99195652173913,0.0,0.0,92
Odczyt (Read),1,4,101.58043165467626,1469.160057553957,244.3997122302158,169.03309352517985,0.0,0.0,139
Odczyt (Read),1,8,102.29666666666668,2439.4410666666668,333.44993939393936,317.054696969697,0.0,0.0,330
Odczyt (Read),2,1,39.16011111111111,917.4322222222222,70.84666666666666,78.57844444444444,0.0,0.0,90
Odczyt (Read),2,2,75.20043956043956,1190.9345054945054,146.36197802197802,116.02274725274724,1.0,0.0,91
Odczyt (Read),2,4,135.76050847457626,1691.6306440677963,295.93864406779664,190.6214406779661,0.0,921.5999999999984,118
Odczyt (Read),2,8,194.88786885245904,2700.500633879781,645.4071584699453,341.4327868852459,0.0,0.0,183
Odczyt (Read),4,1,42.46988888888889,722.4177777777778,72.66988888888889,42.72144444444445,0.0,0.0,90
Odczyt (Read),4,2,77.19315217391303,1014.6630434782608,144.8170652173913,80.14315217391304,0.0,0.0,92
Odczyt (Read),4,4,129.17219298245612,1504.076350877193,292.3122807017544,154.36412280701754,0.0,921.6000000000058,114
Odczyt (Read),4,8,196.06739130434784,2511.799652173913,648.1534239130434,304.04619565217394,0.0,0.0,184
Usuwanie (Delete),1,1,75.95686440677966,631.4008474576272,61.02542372881356,57.74110169491525,0.0,2099.2000000000007,118
Usuwanie (Delete),1,2,101.24075342465753,799.9219178082192,107.54595890410958,96.34383561643835,0.0,3072.0,146
Usuwanie (Delete),1,4,101.85702797202798,1082.312629370629,143.56944055944055,168.90416083916082,0.0,5017.599999999999,286
Usuwanie (Delete),1,8,101.8257337883959,1589.0381092150171,209.8412627986348,323.5338566552901,77.0,8601.599999999999,586
Usuwanie (Delete),2,1,108.725,859.2869999999999,74.47319999999999,80.1484,0.0,3481.6000000000004,100
