Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,1872.5872,0.5340205,0.51249397,0.80632126,0.958511
Aktualizacja (Update),1,2,3198.3403,0.62190723,0.597053,0.89370847,1.0513074
Aktualizacja (Update),1,4,4303.918,0.9284748,0.738284,1.1454018,8.926415
Aktualizacja (Update),1,8,5621.813,1.4207994,1.0510786,1.6799666,22.353813
Aktualizacja (Update),2,1,1765.9891,0.56625485,0.5465375,0.8861723,1.052354
Aktualizacja (Update),2,2,3049.1587,0.6534687,0.62706494,0.9488775,1.1606518
Aktualizacja (Update),2,4,5273.4087,0.7566463,0.731828,1.1003675,1.313738
Aktualizacja (Update),2,8,7726.4688,1.0251758,0.993468,1.4775219,1.8108425
Aktualizacja (Update),4,1,1871.5249,0.53432363,0.5169,0.8077668,0.9439599
Aktualizacja (Update),4,2,3165.7932,0.62949127,0.607682,0.90475625,1.0526072
Aktualizacja (Update),4,4,5414.3174,0.73453724,0.7091825,1.0635391,1.2721348
Aktualizacja (Update),4,8,7850.589,1.0143818,0.9855535,1.4811875,1.8106954
Odczyt (Read),1,1,3412.7,0.2930231,0.2505595,0.4981398,0.6182111
Odczyt (Read),1,2,5764.8667,0.3446209,0.313779,0.54373634,0.67431176
Odczyt (Read),1,4,8572.643,0.46300986,0.43670452,0.75251967,0.9151552
Odczyt (Read),1,8,10969.105,0.71898377,0.6176105,1.1338974,1.6618615
Odczyt (Read),2,1,3383.6829,0.29553595,0.252159,0.4998243,0.6115503
Odczyt (Read),2,2,5808.521,0.3434082,0.3150835,0.5415904,0.66231465
Odczyt (Read),2,4,8601.15,0.45987183,0.43797898,0.7389688,0.8951304
Odczyt (Read),2,8,11758.565,0.6726784,0.621554,1.1127825,1.4183867
Odczyt (Read),4,1,3707.0686,0.26975492,0.22752249,0.45443216,0.5859102
Odczyt (Read),4,2,5587.0293,0.3535344,0.32706648,0.55658704,0.6771049
Odczyt (Read),4,4,8621.163,0.4585664,0.435152,0.74864006,0.901637
Odczyt (Read),4,8,11613.514,0.68282795,0.628525,1.1363065,1.4513755
Usuwanie (Delete),1,1,2246.0474,0.4452266,0.4158665,0.7055013,0.8335608
Usuwanie (Delete),1,2,3978.2834,0.5020325,0.48097348,0.7636873,0.9131312
Usuwanie (Delete),1,4,5985.6157,0.662763,0.5682925,0.96825516,1.2773275
Usuwanie (Delete),1,8,7990.77,0.9904207,0.833506,1.4268482,6.6659636
Usuwanie (Delete),2,1,2246.4807,0.44514072,0.417781,0.71187025,0.83513176
Usuwanie (Delete),2,2,3587.2725,0.5549314,0.53596103,0.83863425,0.98094946
Usuwanie (Delete),2,4,6848.0015,0.5797864,0.5543585,0.9193876,1.1245157
Usuwanie (Delete),2,8,9600.316,0.8303668,0.80682397,1.3346677,1.6045622
Usuwanie (Delete),4,1,2305.1099,0.4338188,0.4018715,0.69538975,0.84118086
Usuwanie (Delete),4,2,3922.911,0.5094747,0.489016,0.77089006,0.9064167
Usuwanie (Delete),4,4,6814.7,0.58178693,0.554096,0.9145766,1.1163859
Usuwanie (Delete),4,8,9450.562,0.84142375,0.81974196,1.3518448,1.6328259
Zapis (Insert),1,1,1871.2847,0.53439224,0.513894,0.8116208,0.9567683
Zapis (Insert),1,2,3171.4617,0.62909794,0.60524297,0.8987338,1.0637202
Zapis (Insert),1,4,4367.052,0.9090051,0.7314775,1.143013,6.018222
Zapis (Insert),1,8,5638.0903,1.4138281,1.041975,1.6678618,22.48692
Zapis (Insert),2,1,1856.0975,0.5387648,0.515581,0.8234853,1.0026267
Zapis (Insert),2,2,3201.99,0.6238362,0.5990045,0.9003188,1.0887184
Zapis (Insert),2,4,5644.7026,0.7067062,0.680398,1.0302775,1.2515968
Zapis (Insert),2,8,7757.966,1.0287021,0.9934715,1.4732478,1.7928562
Zapis (Insert),4,1,1878.9114,0.5322231,0.509929,0.8150633,0.9525395
Zapis (Insert),4,2,3190.125,0.6200294,0.60033154,0.88831776,1.031045
Zapis (Insert),4,4,5471.578,0.72660863,0.7017435,1.058552,1.2576752
Zapis (Insert),4,8,7756.943,1.029593,0.9973315,1.4935911,1.799173
