Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,2238.076,0.44681236,0.4126645,0.72797275,0.86971056
Aktualizacja (Update),1,2,4323.774,0.45679736,0.435745,0.69005966,0.81770986
Aktualizacja (Update),1,4,6729.77,0.59018224,0.519475,0.8536705,1.1177421
Aktualizacja (Update),1,8,8993.159,0.88447773,0.682882,1.161314,1.9273182
Aktualizacja (Update),2,1,2250.239,0.44439727,0.4164705,0.7087686,0.8566745
Aktualizacja (Update),2,2,3856.4514,0.5093069,0.4894945,0.7630781,0.9119247
Aktualizacja (Update),2,4,7060.5703,0.5618671,0.54042304,0.853698,1.0444837
Aktualizacja (Update),2,8,11618.767,0.6837905,0.651138,1.0912166,1.3632013
Aktualizacja (Update),4,1,2406.0605,0.41561714,0.38024652,0.66864634,0.8023028
Aktualizacja (Update),4,2,4125.6855,0.4833048,0.46310598,0.7281375,0.8628332
Aktualizacja (Update),4,4,5042.18,0.79272777,0.79265046,1.1516688,1.4849758
Aktualizacja (Update),4,8,11644.609,0.6840947,0.6508175,1.1023947,1.3634009
Odczyt (Read),1,1,3455.5085,0.289393,0.2477845,0.49217492,0.6190473
Odczyt (Read),1,2,6119.786,0.32158622,0.30315,0.50405455,0.607348
Odczyt (Read),1,4,9867.444,0.39969745,0.3758155,0.6404021,0.78446805
Odczyt (Read),1,8,11911.839,0.663591,0.595955,0.97886324,1.3517699
Odczyt (Read),2,1,3461.8633,0.28886178,0.25097948,0.490944,0.6193596
Odczyt (Read),2,2,5683.0854,0.3440022,0.319076,0.5405413,0.68844616
Odczyt (Read),2,4,9812.216,0.40511635,0.3814065,0.6404394,0.782957
Odczyt (Read),2,8,14259.644,0.55611414,0.522499,0.8687245,1.1134323
Odczyt (Read),4,1,3581.4033,0.27922016,0.2319825,0.47616434,0.6125862
Odczyt (Read),4,2,6020.778,0.3267737,0.302262,0.516948,0.6520917
Odczyt (Read),4,4,9974.511,0.3978286,0.3717635,0.6363327,0.76524234
Odczyt (Read),4,8,14133.43,0.5622032,0.5296345,0.89167655,1.128071
Usuwanie (Delete),1,1,2230.7146,0.44828686,0.415257,0.71418905,0.8660843
Usuwanie (Delete),1,2,4379.405,0.4551449,0.43454552,0.6899935,0.8217901
Usuwanie (Delete),1,4,6860.7856,0.5742794,0.5031965,0.8364172,1.0967236
Usuwanie (Delete),1,8,9340.976,0.84935117,0.6749475,1.163966,1.8644736
Usuwanie (Delete),2,1,2337.0334,0.42789286,0.4017085,0.6905358,0.83284354
Usuwanie (Delete),2,2,3875.1953,0.50400996,0.485454,0.75632846,0.8997355
Usuwanie (Delete),2,4,7216.567,0.5478063,0.52623653,0.8410852,1.0085166
Usuwanie (Delete),2,8,11688.952,0.67996556,0.6514535,1.083101,1.3436303
Usuwanie (Delete),4,1,2448.6455,0.408389,0.374347,0.6525976,0.80512035
Usuwanie (Delete),4,2,4194.568,0.47327518,0.455562,0.71188116,0.8399206
Usuwanie (Delete),4,4,7579.0176,0.52506256,0.502931,0.80806774,0.97124165
Usuwanie (Delete),4,8,11447.081,0.68970793,0.6599535,1.101849,1.3519707
Zapis (Insert),1,1,2431.2886,0.41130453,0.3734605,0.6724527,0.8104017
Zapis (Insert),1,2,4239.574,0.46356416,0.44386798,0.7047493,0.8393883
Zapis (Insert),1,4,6908.2983,0.57185936,0.49595702,0.8168473,1.0628667
Zapis (Insert),1,8,8975.653,0.8793887,0.683645,1.1721365,2.3286738
Zapis (Insert),2,1,2372.6755,0.42146513,0.390715,0.6829048,0.8290061
Zapis (Insert),2,2,4095.7275,0.4853961,0.4684015,0.73423946,0.8549803
Zapis (Insert),2,4,7180.406,0.5528173,0.5270785,0.839724,1.028129
Zapis (Insert),2,8,11607.937,0.68583506,0.656371,1.092412,1.3334266
Zapis (Insert),4,1,2328.341,0.42949033,0.397269,0.6919595,0.8383772
Zapis (Insert),4,2,4051.953,0.49301836,0.471171,0.7500203,0.8790462
Zapis (Insert),4,4,7540.4023,0.5256179,0.50385,0.8101407,0.9941177
Zapis (Insert),4,8,11751.7705,0.6773618,0.6464405,1.086863,1.3363241
