Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,55302.848,0.018082252,0.011371994,0.01801695,0.04048022
Aktualizacja (Update),2,1,73299.54,0.013642651,0.011213007,0.0230365,0.05307669
Aktualizacja (Update),4,1,80061.82,0.012490348,0.011201998,0.015862491,0.037493594
Odczyt (Read),1,1,164031.61,0.006096386,0.0049600056,0.009950003,0.034980204
Odczyt (Read),2,1,164428.28,0.006081679,0.0050399974,0.009418049,0.0322947
Odczyt (Read),4,1,157210.53,0.0063608973,0.004990012,0.01032099,0.035540696
Usuwanie (Delete),1,1,196870.08,0.005079492,0.0029060028,0.0036069977,0.008918511
Usuwanie (Delete),2,1,315223.78,0.0031723494,0.0028560024,0.003558451,0.0073249033
Usuwanie (Delete),4,1,304994.34,0.003278749,0.0030660012,0.0034870026,0.0072841044
Zapis (Insert),1,1,80636.836,0.01240128,0.011081996,0.015431496,0.037776716
Zapis (Insert),2,1,76662.984,0.013044104,0.010970995,0.02095149,0.051332098
Zapis (Insert),4,1,79274.484,0.0126144,0.011402007,0.015601492,0.037445504
