Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,259751.8,0.0038498286,0.003197012,0.006182053,0.0116735175
Aktualizacja (Update),2,1,269650.44,0.0037085048,0.0032259994,0.0060225036,0.008998002
Aktualizacja (Update),4,1,269668.62,0.0037082545,0.0032259994,0.0061519966,0.009418299
Odczyt (Read),1,1,626130.7,0.0015971106,0.0013820099,0.0018039871,0.007775801
Odczyt (Read),2,1,645853.7,0.0015483383,0.0013730023,0.0018739956,0.004719107
Odczyt (Read),4,1,641488.06,0.0015588754,0.0013819954,0.0020540028,0.004669097
Usuwanie (Delete),1,1,303213.7,0.0032980042,0.0030659866,0.003537003,0.00772581
Usuwanie (Delete),2,1,307823.97,0.0032486098,0.0030049996,0.0034870026,0.0075657023
Usuwanie (Delete),4,1,300654.66,0.003326075,0.0030570081,0.003527006,0.007916409
Zapis (Insert),1,1,281016.53,0.0035585095,0.0031060043,0.0057519944,0.009229389
Zapis (Insert),2,1,276267.66,0.003619678,0.0031259987,0.0063530025,0.009920297
Zapis (Insert),4,1,279401.7,0.0035790768,0.0030360096,0.0059510414,0.010571492
