Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,253.23656,3.9488769,3.925921,4.558326,4.9503584
Aktualizacja (Update),1,2,501.2564,3.9897404,3.963067,4.5889616,4.9722924
Aktualizacja (Update),1,4,932.024,4.2909994,4.186249,5.271903,6.0765314
Aktualizacja (Update),1,8,1566.2714,5.103965,4.788764,5.977486,10.5279045
Aktualizacja (Update),2,1,252.72992,3.956793,3.9310524,4.5700183,4.929527
Aktualizacja (Update),2,2,487.9999,4.0982776,4.046612,4.7039504,5.1389866
Aktualizacja (Update),2,4,856.8486,4.6666117,4.5211825,5.837654,7.5930333
Aktualizacja (Update),2,8,1654.667,4.8290877,4.714858,5.86899,6.9452944
Aktualizacja (Update),4,1,245.6985,4.0700293,4.020477,4.6957545,5.099187
Aktualizacja (Update),4,2,481.46045,4.1536427,4.093051,4.7717543,5.2134495
Aktualizacja (Update),4,4,866.8596,4.613199,4.5219436,5.6111617,6.368547
Aktualizacja (Update),4,8,1643.5369,4.855704,4.742298,5.900918,7.0118923
Odczyt (Read),1,1,815.6374,1.226035,1.1816084,1.78046,2.1560242
Odczyt (Read),1,2,1455.3667,1.3734732,1.34768,1.7876613,2.153768
Odczyt (Read),1,4,2752.7058,1.4524084,1.4182045,1.8127372,2.2553682
Odczyt (Read),1,8,4206.912,1.8963888,1.8514011,2.399965,3.147318
Odczyt (Read),2,1,885.41864,1.1294092,1.0881765,1.6053565,1.9715178
Odczyt (Read),2,2,1540.603,1.2976896,1.271135,1.6839263,1.9502325
Odczyt (Read),2,4,2897.861,1.3801247,1.3447995,1.7027532,2.037175
Odczyt (Read),2,8,4412.477,1.8103607,1.7721751,2.2313187,2.9172776
Odczyt (Read),4,1,883.2231,1.1322168,1.0909619,1.6108546,1.9688741
Odczyt (Read),4,2,1522.8488,1.3132112,1.2841945,1.7039391,1.9960907
Odczyt (Read),4,4,2863.866,1.3963515,1.3605705,1.7183251,2.0644128
Odczyt (Read),4,8,4389.081,1.8189747,1.7827585,2.246078,2.9016085
Usuwanie (Delete),1,1,253.58772,3.9434087,3.9196146,4.5203924,4.8933306
Usuwanie (Delete),1,2,504.0589,3.9676676,3.942152,4.545189,4.984484
Usuwanie (Delete),1,4,918.543,4.3536572,4.225292,5.4156494,6.030123
Usuwanie (Delete),1,8,1633.0538,4.8907976,4.6941695,5.99404,12.1262
Usuwanie (Delete),2,1,255.13052,3.919562,3.8942308,4.496857,4.881448
Usuwanie (Delete),2,2,500.98987,3.9918628,3.9669476,4.5591874,4.9382877
Usuwanie (Delete),2,4,883.3133,4.526577,4.434027,5.5776615,6.178637
Usuwanie (Delete),2,8,1760.8982,4.5357203,4.4474425,5.6441245,6.5124736
Usuwanie (Delete),4,1,246.62386,4.0547576,4.0011315,4.6297264,5.06068
Usuwanie (Delete),4,2,473.4651,4.2240496,4.1274357,4.8556004,5.625596
Usuwanie (Delete),4,4,864.0886,4.6271467,4.52898,5.64362,6.3811445
Usuwanie (Delete),4,8,1651.7933,4.8388357,4.7350383,5.9035907,6.9700775
Zapis (Insert),1,1,254.2946,3.932447,3.854972,4.726089,5.8379116
Zapis (Insert),1,2,476.5381,4.1968083,3.9384904,4.591276,5.378986
Zapis (Insert),1,4,905.5814,4.4149537,4.2214622,5.4314766,6.18968
Zapis (Insert),1,8,1677.9955,4.761187,4.6604886,5.973426,7.068556
Zapis (Insert),2,1,253.76923,3.9405882,3.917396,4.537965,4.8989005
Zapis (Insert),2,2,497.67438,4.018509,3.9866939,4.621882,5.0150013
Zapis (Insert),2,4,882.3806,4.5314283,4.3101883,5.409974,6.892046
Zapis (Insert),2,8,1689.9117,4.726234,4.6818686,5.7876554,6.5383124
Zapis (Insert),4,1,240.83275,4.1522593,4.0065484,4.6898613,5.516797
Zapis (Insert),4,2,482.3662,4.146165,4.0863695,4.7483773,5.1971493
Zapis (Insert),4,4,868.81305,4.6023912,4.5082874,5.610014,6.3486037
Zapis (Insert),4,8,1647.0535,4.8495083,4.740361,5.8899765,6.899832
