Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,243.44012,4.107786,4.0050745,4.732369,5.26971
Aktualizacja (Update),1,2,464.85788,4.302135,4.158121,4.955448,6.108554
Aktualizacja (Update),1,4,851.27576,4.69824,4.5165663,5.842389,8.332829
Aktualizacja (Update),1,8,1299.5325,6.140845,5.3079123,10.093615,24.317905
Aktualizacja (Update),2,1,238.27586,4.196816,4.135193,4.8829823,5.3618636
Aktualizacja (Update),2,2,432.7862,4.6211104,4.330925,5.196177,16.513077
Aktualizacja (Update),2,4,805.4142,4.9648705,4.683853,6.13142,15.899036
Aktualizacja (Update),2,8,1231.3699,6.4870696,5.1831946,9.362934,36.34439
Aktualizacja (Update),4,1,242.92493,4.116498,4.0442142,4.7916183,5.291589
Aktualizacja (Update),4,2,454.5636,4.3990574,4.2326717,5.040922,7.0651374
Aktualizacja (Update),4,4,830.09314,4.817851,4.546603,5.920074,11.016622
Aktualizacja (Update),4,8,1397.1138,5.7101126,5.076091,7.84904,23.944407
Odczyt (Read),1,1,761.7765,1.3127209,1.2479916,1.932131,2.4736907
Odczyt (Read),1,2,1354.8116,1.4430072,1.4079504,1.9273103,2.3473861
Odczyt (Read),1,4,2452.8032,1.6003711,1.564721,2.0331373,2.4827507
Odczyt (Read),1,8,3099.871,2.554088,2.2469964,3.39917,11.466026
Odczyt (Read),2,1,742.1761,1.3473891,1.2746335,1.9838829,2.5774825
Odczyt (Read),2,2,1314.627,1.4877964,1.4504476,1.9837133,2.4123404
Odczyt (Read),2,4,2403.2424,1.6348289,1.597569,2.0787265,2.5895548
Odczyt (Read),2,8,3395.5488,2.3264265,2.255759,3.0120409,4.056673
Odczyt (Read),4,1,739.247,1.3527278,1.2795451,2.01559,2.6118846
Odczyt (Read),4,2,1316.7887,1.4871953,1.4513144,1.9806843,2.4061198
Odczyt (Read),4,4,2406.7354,1.6298462,1.5938439,2.0662763,2.5411053
Odczyt (Read),4,8,3410.1042,2.316795,2.2506595,2.9921825,3.9764142
Usuwanie (Delete),1,1,239.94447,4.167631,4.0297356,4.8245616,6.446616
Usuwanie (Delete),1,2,457.5989,4.3703914,4.151004,4.876442,5.9612913
Usuwanie (Delete),1,4,885.304,4.5171657,4.364547,5.515409,6.5213404
Usuwanie (Delete),1,8,1056.7823,7.555257,6.238068,12.246036,17.492964
Usuwanie (Delete),2,1,236.77675,4.2233877,4.0762806,4.792652,6.182814
Usuwanie (Delete),2,2,427.8982,4.6739736,4.244108,5.128325,22.265625
Usuwanie (Delete),2,4,862.2907,4.638209,4.438488,5.589093,6.9489155
Usuwanie (Delete),2,8,835.8281,9.5648575,8.747997,15.131894,18.675135
Usuwanie (Delete),4,1,221.4588,4.5155125,4.0532293,4.968514,25.579174
Usuwanie (Delete),4,2,467.89447,4.274454,4.1099405,4.8102856,5.677709
Usuwanie (Delete),4,4,882.1208,4.5340495,4.312837,5.3411136,7.637468
Usuwanie (Delete),4,8,1454.0294,5.4927635,5.344193,7.071028,8.582328
Zapis (Insert),1,1,250.7923,3.9873633,3.946672,4.62798,5.1145735
Zapis (Insert),1,2,479.75943,4.168486,4.1116896,4.862255,5.6600604
Zapis (Insert),1,4,862.0115,4.638876,4.5002675,5.7725897,7.790054
Zapis (Insert),1,8,1389.7496,5.750533,5.169512,7.774854,22.99036
Zapis (Insert),2,1,238.47934,4.1932354,4.0922623,4.8342104,5.5364532
Zapis (Insert),2,2,432.41946,4.6250186,4.3296843,5.237497,16.735844
Zapis (Insert),2,4,782.8526,5.1068788,4.686984,6.2019105,18.942259
Zapis (Insert),2,8,1212.9319,6.590352,5.154502,16.085228,38.03115
Zapis (Insert),4,1,238.48221,4.193185,4.0990562,4.8392873,5.4797945
Zapis (Insert),4,2,437.87085,4.5674686,4.2047687,5.060773,18.271935
Zapis (Insert),4,4,781.13794,5.118424,4.570273,6.2123375,23.942892
Zapis (Insert),4,8,1368.9675,5.840431,5.0439696,8.176683,26.532112
