Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Mieszany (10W/90R),1,1,80.155,3250.688,0.0,0.0,2
Mieszany (10W/90R),1,2,99.74,3307.1786666666667,0.0,1024.0,6
Mieszany (10W/90R),1,4,100.6595238095238,3386.806857142857,0.0,2048.0,21
Mieszany (10W/90R),1,8,99.616,3543.2448000000004,0.0,5120.0,65
Mieszany (10W/90R),2,1,70.47,3997.696,0.0,0.0,3
Mieszany (10W/90R),2,2,84.33,4037.4857142857145,0.0,0.0,7
Mieszany (10W/90R),2,4,107.9635,4125.4400000000005,0.0,1024.0,20
Mieszany (10W/90R),2,8,125.26104166666666,4240.384,0.0,4096.0,48
Mieszany (10W/90R),4,1,110.18333333333334,3806.890666666666,0.0,0.0,3
Mieszany (10W/90R),4,2,106.83428571428573,3862.089142857143,0.0,0.0,7
Mieszany (10W/90R),4,4,137.40266666666668,3928.7466666666655,0.0,2048.0,15
Mieszany (10W/90R),4,8,159.12861111111113,4049.0951111111112,0.0,4096.0,36
Mieszany (50/50),1,1,80.155,3250.688,0.0,0.0,2
Mieszany (50/50),1,2,99.74,3307.1786666666667,0.0,1024.0,6
Mieszany (50/50),1,4,100.6595238095238,3386.806857142857,0.0,2048.0,21
Mieszany (50/50),1,8,99.616,3543.2448000000004,0.0,5120.0,65
Mieszany (50/50),2,1,70.47,3997.696,0.0,0.0,3
Mieszany (50/50),2,2,84.33,4037.4857142857145,0.0,0.0,7
Mieszany (50/50),2,4,107.9635,4125.4400000000005,0.0,1024.0,20
Mieszany (50/50),2,8,125.26104166666666,4240.384,0.0,4096.0,48
Mieszany (50/50),4,1,110.18333333333334,3806.890666666666,0.0,0.0,3
Mieszany (50/50),4,2,106.83428571428573,3862.089142857143,0.0,0.0,7
Mieszany (50/50),4,4,137.40266666666668,3928.7466666666655,0.0,2048.0,15
Mieszany (50/50),4,8,159.12861111111113,4049.0951111111112,0.0,4096.0,36
Mieszany (90W/10R),1,1,80.155,3250.688,0.0,0.0,2
Mieszany (90W/10R),1,2,99.74,3307.1786666666667,0.0,1024.0,6
Mieszany (90W/10R),1,4,100.6595238095238,3386.806857142857,0.0,2048.0,21
Mieszany (90W/10R),1,8,99.616,3543.2448000000004,0.0,5120.0,65
Mieszany (90W/10R),2,1,70.47,3997.696,0.0,0.0,3
Mieszany (90W/10R),2,2,84.33,4037.4857142857145,0.0,0.0,7
Mieszany (90W/10R),2,4,107.9635,4125.4400000000005,0.0,1024.0,20
Mieszany (90W/10R),2,8,125.26104166666666,4240.384,0.0,4096.0,48
Mieszany (90W/10R),4,1,110.18333333333334,3806.890666666666,0.0,0.0,3
Mieszany (90W/10R),4,2,106.83428571428573,3862.089142857143,0.0,0.0,7
Mieszany (90W/10R),4,4,137.40266666666668,3928.7466666666655,0.0,2048.0,15
Mieszany (90W/10R),4,8,159.12861111111113,4049.0951111111112,0.0,4096.0,36
