Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Aktualizacja (Update),1,1,96.01666666666668,378.76666666666665,0.0,481.27999999999975,6
Aktualizacja (Update),1,2,99.6275,947.2777,0.0,4607.999999999998,40
Aktualizacja (Update),1,4,99.51115151515152,1880.889406060606,0.0,12185.6,165
Aktualizacja (Update),1,8,100.7183632734531,3192.069620758484,0.0,27648.0,501
Aktualizacja (Update),2,1,66.5425,382.1875,0.0,747.5200000000004,8
Aktualizacja (Update),2,2,147.89851851851853,961.2434074074074,0.0,3788.800000000001,27
Aktualizacja (Update),2,4,186.73987341772155,1870.1998987341772,0.0,7884.799999999996,79
Aktualizacja (Update),2,8,201.62446640316205,3180.232347826087,0.0,22425.60000000001,253
Aktualizacja (Update),4,1,69.76888888888888,385.3,0.0,645.1200000000008,9
Aktualizacja (Update),4,2,146.9713043478261,956.2026086956522,0.2000000000000028,2662.4,23
Aktualizacja (Update),4,4,212.3314705882353,1872.082823529412,0.0,8704.000000000004,68
Aktualizacja (Update),4,8,373.0318939393939,3184.5236363636363,0.0,15360.0,132
Odczyt (Read),1,1,95.85666666666668,351.26666666666665,0.0,0.0,3
Odczyt (Read),1,2,99.573,708.5,0.0,102.39999999999964,10
Odczyt (Read),1,4,100.5823076923077,1407.665230769231,0.0,1945.5999999999983,52
Odczyt (Read),1,8,100.71144927536233,2266.675942028986,13.04,15872.0,276
Odczyt (Read),2,1,103.65333333333336,362.8,0.0,0.0,3
Odczyt (Read),2,2,161.39,731.3000000000001,76.0,0.0,6
Odczyt (Read),2,4,195.5658823529412,1337.4042352941176,15.0,102.40000000000146,17
Odczyt (Read),2,8,202.98283185840708,2300.583646017699,1.0,7270.399999999994,113
Odczyt (Read),4,1,113.49333333333334,345.0,0.0,327.6799999999994,3
Odczyt (Read),4,2,164.50833333333333,764.6666666666666,62.6,0.0,6
Odczyt (Read),4,4,280.565,1380.8640000000005,8.0,102.39999999999782,12
Odczyt (Read),4,8,359.32307692307694,2283.094646153846,22.0,6451.199999999997,65
Usuwanie (Delete),1,1,92.17857142857144,386.4142857142857,0.0,1064.96,7
Usuwanie (Delete),1,2,99.93133333333331,1142.2378666666666,0.0,4403.200000000001,45
Usuwanie (Delete),1,4,100.45724550898204,1896.6503473053888,0.0,8806.400000000001,167
Usuwanie (Delete),1,8,99.87396694214875,3210.8510148760333,2.5,34816.0,605
Usuwanie (Delete),2,1,66.80555555555556,388.6666666666667,0.0,747.5200000000004,9
Usuwanie (Delete),2,2,143.44566666666665,1140.0874666666668,0.0,3379.199999999999,30
Usuwanie (Delete),2,4,186.29629213483145,1886.0929438202247,0.0,8499.200000000004,89
Usuwanie (Delete),2,8,202.10200704225352,3204.5178591549297,1.0,18432.0,284
Usuwanie (Delete),4,1,60.14777777777778,388.27777777777777,0.0,737.2799999999997,9
Usuwanie (Delete),4,2,144.9458064516129,1128.0846451612904,0.0,4300.800000000001,31
Usuwanie (Delete),4,4,184.7453658536585,1888.3559024390245,3.0,8294.399999999994,82
Usuwanie (Delete),4,8,359.01930817610065,3179.223748427673,0.0,18739.2,159
Zapis (Insert),1,1,89.84857142857143,322.07142857142856,0.0,1218.5600000000004,7
Zapis (Insert),1,2,99.94,423.3,0.0,3799.040000000001,45
Zapis (Insert),1,4,98.5224096385542,1242.6980240963856,0.0,11161.600000000002,166
Zapis (Insert),1,8,99.71370221327967,2011.679935613682,2.47,30208.0,497
Zapis (Insert),2,1,60.357272727272736,331.71818181818185,0.0,1064.96,11
Zapis (Insert),2,2,111.36589743589744,429.80512820512826,0.9000000000000021,3327.999999999999,39
Zapis (Insert),2,4,196.79090909090908,1217.629090909091,5.0,7475.200000000001,77
Zapis (Insert),2,8,195.22967213114757,1991.617049180328,1.0,17305.6,244
Zapis (Insert),4,1,67.15818181818182,331.0090909090909,0.1999999999999993,952.3200000000006,11
Zapis (Insert),4,2,130.434,430.5914285714286,2.6000000000000014,3717.120000000001,35
Zapis (Insert),4,4,220.01328358208957,1186.12823880597,4.799999999999997,7680.0,67
Zapis (Insert),4,8,312.98120805369126,2002.614120805369,0.0,14028.800000000005,149
