Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Aktualizacja (Update),1,1,84.68,73.33,0.0,0.0,1
Aktualizacja (Update),1,2,89.0025,117.73,0.0,157.0,4
Aktualizacja (Update),1,4,96.38076923076925,232.19230769230768,0.0,327.67999999999984,13
Aktualizacja (Update),1,8,100.23025641025642,453.251282051282,0.0,727.04,39
Aktualizacja (Update),2,1,104.855,73.005,0.0,51.0,2
Aktualizacja (Update),2,2,148.88,128.43333333333334,0.0,81.0,3
Aktualizacja (Update),2,4,198.46857142857144,234.44285714285712,0.0,194.55999999999997,7
Aktualizacja (Update),2,8,196.7955,454.065,0.0,389.1199999999999,20
Aktualizacja (Update),4,1,53.89,62.37,0.0,0.0,1
Aktualizacja (Update),4,2,154.77,129.36666666666667,0.0,83.0,3
Aktualizacja (Update),4,4,224.70285714285717,238.8857142857143,0.0,307.20000000000005,7
Aktualizacja (Update),4,8,349.2676923076923,462.0,0.0,368.6400000000003,13
Odczyt (Read),1,1,89.17,63.18,0.0,0.0,1
Odczyt (Read),1,2,99.87,126.8,0.0,0.0,1
Odczyt (Read),1,4,99.815,227.25,0.0,0.0,4
Odczyt (Read),1,8,100.77333333333333,436.6166666666666,0.1299999999999999,286.72000000000025,12
Odczyt (Read),2,1,122.82,60.8,0.0,0.0,1
Odczyt (Read),2,2,156.33,86.63,0.0,0.0,1
Odczyt (Read),2,4,201.135,236.5,0.0,0.0,2
Odczyt (Read),2,8,200.00666666666663,443.81666666666666,0.0,0.0,6
Odczyt (Read),4,1,184.61,74.14,0.0,0.0,1
Odczyt (Read),4,2,192.11,118.6,0.0,0.0,1
Odczyt (Read),4,4,278.665,236.7,0.0,0.0,2
Odczyt (Read),4,8,407.3125,446.7,0.0,0.0,4
Usuwanie (Delete),1,1,81.16,52.27,0.0,0.0,1
Usuwanie (Delete),1,2,95.928,132.38,0.0,159.6400000000001,5
Usuwanie (Delete),1,4,101.12,237.41333333333333,0.0,450.56,15
Usuwanie (Delete),1,8,100.69021276595744,455.4255319148936,0.1299999999999999,1320.96,47
Usuwanie (Delete),2,1,122.685,83.265,0.0,63.0,2
Usuwanie (Delete),2,2,145.3525,134.475,0.0,165.96000000000004,4
Usuwanie (Delete),2,4,194.38,226.7625,0.0,450.5600000000002,8
Usuwanie (Delete),2,8,201.10666666666663,462.8708333333333,0.0,1136.64,24
Usuwanie (Delete),4,1,171.32,85.015,0.2599999999999998,62.0,2
Usuwanie (Delete),4,2,133.68,130.15,0.0,238.16000000000008,4
Usuwanie (Delete),4,4,221.0225,245.8,0.0,276.4799999999998,8
Usuwanie (Delete),4,8,297.4588235294118,464.4588235294118,0.0,901.12,17
Zapis (Insert),1,1,91.635,64.875,0.0,67.0,2
Zapis (Insert),1,2,93.998,96.452,0.0,190.0,5
Zapis (Insert),1,4,98.4170588235294,173.4235294117647,0.1300000000000003,501.76,17
Zapis (Insert),1,8,100.4808888888889,326.58222222222224,0.0,1218.56,45
Zapis (Insert),2,1,87.31,63.91,0.0,46.0,2
Zapis (Insert),2,2,144.51,99.43,0.2199999999999997,182.0,4
Zapis (Insert),2,4,199.45625,182.475,3.34,450.56,8
Zapis (Insert),2,8,201.4233333333333,330.5458333333333,12.28,1034.2399999999998,24
Zapis (Insert),4,1,87.64,69.31,0.0,0.0,1
Zapis (Insert),4,2,133.64249999999998,105.155,0.1299999999999999,162.0,4
Zapis (Insert),4,4,182.53222222222223,180.9,2.530000000000001,460.8,9
Zapis (Insert),4,8,238.7004761904762,342.79523809523806,13.23,1146.8799999999997,21
