Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Aktualizacja (Update),1,1,80.80166666666666,3054.421333333333,0.0,3072.0,6
Aktualizacja (Update),1,2,95.5722222222222,3112.6186666666667,0.0,5120.0,27
Aktualizacja (Update),1,4,94.83287128712873,3550.491881188119,3.0,14336.0,101
Aktualizacja (Update),1,8,77.7532122905028,3438.137206703911,3553.28,37888.0,358
Aktualizacja (Update),2,1,90.72142857142858,3043.1817142857144,0.0,3072.0,7
Aktualizacja (Update),2,2,89.16655172413793,3102.6140689655176,0.0,5120.0,29
Aktualizacja (Update),2,4,133.47042857142858,3503.7622857142856,3.0,12288.0,70
Aktualizacja (Update),2,8,96.35003663003664,3715.7546666666663,3389.4400000000005,29696.0,273
Aktualizacja (Update),4,1,100.77333333333333,3049.642666666666,0.0,3072.0,6
Aktualizacja (Update),4,2,126.65105263157892,3101.9654736842103,0.0,6144.0,19
Aktualizacja (Update),4,4,81.55947916666666,3519.0826666666667,3.0,12288.0,96
Aktualizacja (Update),4,8,92.2003846153846,3845.0368547008543,3317.76,28672.0,234
Odczyt (Read),1,1,99.515,3030.016,0.0,0.0,2
Odczyt (Read),1,2,99.80833333333334,3076.4373333333333,0.0,0.0,6
Odczyt (Read),1,4,100.722,3173.6832,0.1999999999999993,0.0,20
Odczyt (Read),1,8,100.49408653846154,4423.089230769231,3443.68,17408.0,208
Odczyt (Read),2,1,95.745,3010.048,0.0,0.0,2
Odczyt (Read),2,2,158.005,3066.88,0.0,0.0,4
Odczyt (Read),2,4,187.50727272727272,3162.8567272727278,0.0,0.0,11
Odczyt (Read),2,8,186.9088571428572,4722.702628571428,3547.48,5120.0,70
Odczyt (Read),4,1,159.765,3023.36,0.0,0.0,2
Odczyt (Read),4,2,152.85,3047.7653333333333,0.0,0.0,3
Odczyt (Read),4,4,243.06285714285715,3161.9657142857145,0.0,0.0,7
Odczyt (Read),4,8,318.862,4232.43776,3823.92,1024.0,25
Usuwanie (Delete),1,1,40.65083333333333,3055.701333333333,0.0,2048.0,12
Usuwanie (Delete),1,2,95.92541666666666,3098.2826666666665,0.0,5120.0,24
Usuwanie (Delete),1,4,87.08554455445544,3663.537425742575,438.2,10240.0,101
Usuwanie (Delete),1,8,85.5308041958042,3442.480335664336,4188.160000000001,43008.0,286
Usuwanie (Delete),2,1,96.88,3035.136,0.0,2048.0,5
Usuwanie (Delete),2,2,63.065294117647056,3082.1195294117647,0.0,5120.0,34
Usuwanie (Delete),2,4,94.27358974358974,3648.761435897436,436.0,10240.0,78
Usuwanie (Delete),2,8,101.13147679324896,3708.042261603375,4464.639999999999,31744.0,237
Usuwanie (Delete),4,1,100.355,3044.864,0.0,2048.0,4
Usuwanie (Delete),4,2,72.43344827586208,3090.679172413793,0.0,5120.0,29
Usuwanie (Delete),4,4,98.51986486486489,3622.732108108108,439.0,10240.0,74
Usuwanie (Delete),4,8,84.79227906976745,3773.5971720930233,4311.040000000001,25600.0,215
Zapis (Insert),1,1,75.576,3053.568,0.0,2048.0,5
Zapis (Insert),1,2,91.9128,3096.04352,0.0,5120.0,25
Zapis (Insert),1,4,81.4890909090909,3189.387636363637,0.6000000000000014,10240.0,88
Zapis (Insert),1,8,90.51227906976744,4096.557246511627,0.0,25600.0,215
Zapis (Insert),2,1,84.944,3032.6784,0.0,2048.0,5
Zapis (Insert),2,2,116.46894736842104,3080.0303157894737,0.0,5120.0,19
Zapis (Insert),2,4,90.94814814814816,3171.011950617284,0.0,11264.0,81
Zapis (Insert),2,8,103.5718817204301,4094.5630967741936,1.0,22528.0,186
Zapis (Insert),4,1,110.524,3042.304,0.0,2048.0,5
Zapis (Insert),4,2,122.97411764705882,3089.046588235294,0.0,4096.0,17
Zapis (Insert),4,4,82.64486842105264,3180.8,0.0,10240.0,76
Zapis (Insert),4,8,96.52437125748504,3957.392095808383,9.0,21504.0,167
