Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,13964.934,0.07160793,0.043887,0.099336,0.14511651
Aktualizacja (Update),1,2,4571.0093,0.43699837,0.26117402,0.6046347,0.9733003
Aktualizacja (Update),1,4,2240.0735,1.7842124,1.1158946,2.0088983,30.911396
Aktualizacja (Update),1,8,1190.8195,6.700375,3.7244606,18.17134,44.260323
Aktualizacja (Update),2,1,12448.253,0.080332555,0.047245,0.11502245,0.18010151
Aktualizacja (Update),2,2,4487.095,0.44549483,0.2389,0.541898,0.81550306
Aktualizacja (Update),2,4,3179.8196,1.2573917,1.058645,1.9172485,2.7377002
Aktualizacja (Update),2,8,1528.3392,5.2304463,3.437072,6.0460505,32.676296
Aktualizacja (Update),4,1,15532.046,0.064383015,0.0402,0.088796996,0.13562931
Aktualizacja (Update),4,2,7078.0713,0.28225324,0.2100725,0.474764,0.7188186
Aktualizacja (Update),4,4,2241.5168,1.7839653,0.83124745,1.454652,2.123018
Aktualizacja (Update),4,8,1777.4528,4.4956155,2.650244,5.088689,40.415485
Odczyt (Read),1,1,36578.223,0.027338669,0.013056,0.1123625,0.18585739
Odczyt (Read),1,2,19904.215,0.100439444,0.016872998,0.3396943,0.68673533
Odczyt (Read),1,4,10946.143,0.36259437,0.037995,0.84294754,2.0341902
Odczyt (Read),1,8,1945.8795,4.10531,1.6264131,6.837519,58.51361
Odczyt (Read),2,1,37864.812,0.026409743,0.0131669985,0.10620545,0.1785897
Odczyt (Read),2,2,30522.273,0.06552299,0.018195998,0.317136,0.62381107
Odczyt (Read),2,4,21290.283,0.18660375,0.045831,0.7745807,1.6799548
Odczyt (Read),2,8,5653.9624,1.4133855,0.5794835,3.9070754,7.909305
Odczyt (Read),4,1,48393.875,0.020663772,0.013317,0.06421705,0.113295205
Odczyt (Read),4,2,39545.46,0.05039843,0.018757,0.21849504,0.43034822
Odczyt (Read),4,4,31964.986,0.12481661,0.041673,0.5228915,1.0550282
Odczyt (Read),4,8,16677.191,0.47888625,0.2124505,1.6556941,2.8960822
Usuwanie (Delete),1,1,7689.801,0.13004239,0.038511,0.093415,0.1454862
Usuwanie (Delete),1,2,5136.788,0.38915208,0.2332595,0.5732115,0.9055431
Usuwanie (Delete),1,4,2197.2737,1.8187902,1.011236,1.8322312,31.20604
Usuwanie (Delete),1,8,1457.8221,5.4758725,3.3559725,7.511262,35.46587
Usuwanie (Delete),2,1,17051.357,0.05864636,0.038958002,0.108366996,0.17281619
Usuwanie (Delete),2,2,3506.654,0.5702982,0.246093,0.5899625,0.8879921
Usuwanie (Delete),2,4,2643.6836,1.4856663,0.914265,1.6872056,2.4530947
Usuwanie (Delete),2,8,1747.1876,4.5581145,3.1570244,5.650916,18.422415
Usuwanie (Delete),4,1,19947.86,0.050130695,0.031653,0.077164,0.122173704
Usuwanie (Delete),4,2,4292.8906,0.4655793,0.189447,0.439333,0.68548894
Usuwanie (Delete),4,4,2938.4387,1.3593289,0.746166,1.3544301,2.0029802
Usuwanie (Delete),4,8,1856.8749,4.2971663,2.345984,4.730196,18.994701
Zapis (Insert),1,1,16147.0625,0.06193077,0.0396585,0.11997605,0.1902453
Zapis (Insert),1,2,4970.708,0.40209308,0.2542415,0.5485225,0.88279
Zapis (Insert),1,4,2515.0242,1.5887067,1.0116966,1.7602569,13.649808
Zapis (Insert),1,8,1975.7489,4.0386868,2.947151,6.0044074,21.427286
Zapis (Insert),2,1,18098.914,0.055251937,0.0365185,0.088348,0.1274062
Zapis (Insert),2,2,6755.8145,0.29572055,0.234822,0.5166085,0.77327913
Zapis (Insert),2,4,2676.8794,1.4893749,0.961025,1.677174,2.5606542
Zapis (Insert),2,8,2305.9946,3.467005,2.7604966,4.3183975,6.91889
Zapis (Insert),4,1,20704.9,0.048297744,0.0318835,0.075801,0.11368699
Zapis (Insert),4,2,7786.1094,0.25671938,0.198946,0.43269154,0.6781491
Zapis (Insert),4,4,2933.5513,1.3629507,0.7928495,1.3947177,2.1858568
Zapis (Insert),4,8,2503.8245,3.1919072,2.153425,3.6269863,5.513917
