Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,154003.28,0.006493368,0.0052100006,0.011251999,0.021612009
Aktualizacja (Update),1,2,28420.066,0.066262215,0.020501,0.140689,0.271567
Aktualizacja (Update),1,4,13167.489,0.30137232,0.068516,0.48720807,1.1062043
Aktualizacja (Update),1,8,8407.93,0.94478726,0.154295,1.0022705,4.2720637
Aktualizacja (Update),2,1,106112.13,0.0094239935,0.0053699985,0.012936002,0.024709003
Aktualizacja (Update),2,2,45768.855,0.043631393,0.024387999,0.132272,0.23893614
Aktualizacja (Update),2,4,28973.83,0.13738018,0.0676315,0.375745,0.7671411
Aktualizacja (Update),2,8,16570.264,0.47760925,0.160903,0.9433192,2.5056431
Aktualizacja (Update),4,1,128353.61,0.0077909767,0.005460999,0.011503002,0.021141997
Aktualizacja (Update),4,2,54096.5,0.036106657,0.019078001,0.104466,0.18215008
Aktualizacja (Update),4,4,33093.83,0.11968874,0.067333,0.31860906,0.5465721
Aktualizacja (Update),4,8,33868.406,0.23396382,0.152427,0.6370141,1.3317742
Odczyt (Read),1,1,372321.38,0.0026858517,0.0020340013,0.0053099995,0.01250401
Odczyt (Read),1,2,135627.38,0.014719254,0.002465,0.033326,0.15128504
Odczyt (Read),1,4,41375.477,0.095613375,0.0046490002,0.258812,0.6362892
Odczyt (Read),1,8,14751.391,0.5410455,0.015922,0.99723804,2.7542682
Odczyt (Read),2,1,351228.25,0.0028471514,0.0021440028,0.0054699993,0.013346998
Odczyt (Read),2,2,225850.73,0.008851586,0.0025149966,0.028536998,0.139598
Odczyt (Read),2,4,135549.05,0.029315421,0.0044789994,0.09145106,0.434562
Odczyt (Read),2,8,36650.266,0.21737972,0.018135997,0.674729,1.498254
Odczyt (Read),4,1,343899.88,0.002907823,0.0020240005,0.0059619998,0.010281001
Odczyt (Read),4,2,261822.33,0.007630107,0.002384997,0.019948998,0.108865
Odczyt (Read),4,4,203364.52,0.01945112,0.0044890004,0.08748815,0.28866
Odczyt (Read),4,8,63306.95,0.12539747,0.029459,0.499592,1.034293
Usuwanie (Delete),1,1,112903.82,0.008857096,0.005842001,0.015330999,0.03515
Usuwanie (Delete),1,2,24914.377,0.078714445,0.034568,0.168833,0.29877022
Usuwanie (Delete),1,4,12721.185,0.31243992,0.082042,0.473766,0.8391741
Usuwanie (Delete),1,8,6860.497,1.160132,0.217966,1.1575214,64.65771
Usuwanie (Delete),2,1,84321.484,0.011859373,0.0060220007,0.013436998,0.02649201
Usuwanie (Delete),2,2,39040.38,0.05078473,0.035419997,0.135217,0.22870804
Usuwanie (Delete),2,4,24469.22,0.16256225,0.082774,0.43017107,0.73618114
Usuwanie (Delete),2,8,14616.268,0.5447955,0.20974301,0.9817701,2.3538742
Usuwanie (Delete),4,1,83047.35,0.012041324,0.0058509978,0.012945002,0.028595997
Usuwanie (Delete),4,2,37708.64,0.053012013,0.037264,0.140598,0.24360704
Usuwanie (Delete),4,4,25858.121,0.15384269,0.083116,0.370437,0.58191
Usuwanie (Delete),4,8,26426.371,0.30032268,0.20591,0.75405705,1.2744472
Zapis (Insert),1,1,113354.945,0.008821848,0.005239999,0.023075,0.044488
Zapis (Insert),1,2,26533.625,0.07482414,0.033436,0.154286,0.28375
Zapis (Insert),1,4,13064.145,0.30210945,0.070480004,0.46735606,0.95409405
Zapis (Insert),1,8,8490.352,0.9382994,0.14169249,1.3571111,4.7189016
Zapis (Insert),2,1,69365.37,0.014416416,0.0054109986,0.022866,0.03617101
Zapis (Insert),2,2,29969.057,0.06669992,0.031703,0.135689,0.24184
Zapis (Insert),2,4,29209.174,0.13536228,0.069678,0.395725,0.7389811
Zapis (Insert),2,8,17557.705,0.45487824,0.147973,0.98331517,2.414154
Zapis (Insert),4,1,67438.4,0.014828348,0.0055910023,0.022894997,0.035109
Zapis (Insert),4,2,32877.82,0.060016062,0.036712002,0.135839,0.24235901
Zapis (Insert),4,4,33616.15,0.118092015,0.071346,0.36315507,0.635706
Zapis (Insert),4,8,29576.18,0.26960844,0.146038,0.8008922,1.7467091
