Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,4637.253,0.21564493,0.177852,0.387159,0.53462994
Aktualizacja (Update),1,2,8208.34,0.24313894,0.201399,0.43333957,0.56164044
Aktualizacja (Update),1,4,11742.88,0.33539295,0.314202,0.5692398,0.71366596
Aktualizacja (Update),1,8,13502.701,0.5886536,0.4656635,0.72264475,0.9571798
Aktualizacja (Update),2,1,4578.868,0.21839458,0.181429,0.384698,0.53570926
Aktualizacja (Update),2,2,7169.36,0.27732164,0.241447,0.4811927,0.62457395
Aktualizacja (Update),2,4,10392.862,0.38015208,0.3535375,0.63631,0.80923414
Aktualizacja (Update),2,8,14699.114,0.5366852,0.5129335,0.82528037,1.0173557
Aktualizacja (Update),4,1,4218.784,0.23703511,0.183619,0.45499244,0.595519
Aktualizacja (Update),4,2,7841.0747,0.25265747,0.2145405,0.45251706,0.58436716
Aktualizacja (Update),4,4,9258.355,0.42789727,0.3336215,0.60752755,0.7685669
Aktualizacja (Update),4,8,16382.29,0.485194,0.4738465,0.7000874,0.88575965
Odczyt (Read),1,1,5690.5654,0.17572945,0.145438,0.31550062,0.44823146
Odczyt (Read),1,2,10879.928,0.18306176,0.15402001,0.332671,0.44014308
Odczyt (Read),1,4,15671.918,0.25300837,0.2397395,0.41403535,0.5552517
Odczyt (Read),1,8,15121.145,0.51714355,0.439713,0.63553077,0.7794659
Odczyt (Read),2,1,5232.1646,0.1911255,0.150197,0.3658339,0.5000005
Odczyt (Read),2,2,10606.298,0.18829536,0.156389,0.3290185,0.43981215
Odczyt (Read),2,4,15566.969,0.25506422,0.240333,0.42929167,0.5709984
Odczyt (Read),2,8,17697.324,0.44949278,0.44169652,0.652099,0.83723515
Odczyt (Read),4,1,5613.1724,0.17815237,0.149106,0.315099,0.43935853
Odczyt (Read),4,2,9956.651,0.19982739,0.161851,0.35647523,0.4671465
Odczyt (Read),4,4,15407.405,0.25754273,0.2417585,0.44132358,0.5804095
Odczyt (Read),4,8,17305.715,0.4562956,0.446173,0.6462163,0.79764575
Usuwanie (Delete),1,1,5272.105,0.18967757,0.1543205,0.33688655,0.48678988
Usuwanie (Delete),1,2,8420.343,0.23695771,0.2108325,0.41371146,0.5315663
Usuwanie (Delete),1,4,14765.735,0.2688975,0.25013,0.4632098,0.6021383
Usuwanie (Delete),1,8,13711.597,0.574253,0.41413552,0.6277018,0.9099241
Usuwanie (Delete),2,1,5319.356,0.18799268,0.154015,0.34188545,0.48296815
Usuwanie (Delete),2,2,8706.11,0.22875889,0.201417,0.39634293,0.50967467
Usuwanie (Delete),2,4,14775.0625,0.26845646,0.24885699,0.45875803,0.6128424
Usuwanie (Delete),2,8,19279.252,0.40895587,0.399203,0.5943612,0.7326227
Usuwanie (Delete),4,1,5415.524,0.18465434,0.1530985,0.32160014,0.47489083
Usuwanie (Delete),4,2,8436.155,0.23187745,0.20529851,0.40355322,0.5228315
Usuwanie (Delete),4,4,14449.302,0.27032745,0.250655,0.46999335,0.615158
Usuwanie (Delete),4,8,18245.826,0.43644634,0.424802,0.63462704,0.82175416
Zapis (Insert),1,1,4570.181,0.2188097,0.182737,0.38625625,0.53275746
Zapis (Insert),1,2,7356.565,0.27142203,0.2385775,0.48259416,0.6259622
Zapis (Insert),1,4,10383.158,0.38310102,0.32234251,0.5998257,0.7836545
Zapis (Insert),1,8,10976.343,0.71323735,0.5180015,0.8332622,1.27547
Zapis (Insert),2,1,4481.762,0.22312652,0.18594751,0.3968419,0.55169034
Zapis (Insert),2,2,7568.48,0.2638625,0.231242,0.46361157,0.5913067
Zapis (Insert),2,4,11450.664,0.3444764,0.318667,0.5796229,0.7338086
Zapis (Insert),2,8,15761.003,0.50067663,0.480273,0.7402449,0.9757389
Zapis (Insert),4,1,4543.142,0.22011197,0.182913,0.40141624,0.5533974
Zapis (Insert),4,2,7230.9224,0.27551177,0.235837,0.482257,0.6197945
Zapis (Insert),4,4,10933.245,0.3579464,0.31383753,0.5858068,0.75487053
Zapis (Insert),4,8,15433.687,0.51179856,0.487965,0.7921823,1.0390697
