Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,3800.2476,0.26314074,0.199941,0.502676,0.66087323
Aktualizacja (Update),1,2,7462.35,0.26781276,0.214273,0.42249906,0.5471121
Aktualizacja (Update),1,4,9933.296,0.40051234,0.28893,0.540346,0.7057931
Aktualizacja (Update),1,8,11662.006,0.68397975,0.425344,0.658177,0.965831
Aktualizacja (Update),2,1,5069.5684,0.19725546,0.163113,0.3521964,0.49879658
Aktualizacja (Update),2,2,8267.452,0.24189812,0.214153,0.41852707,0.535477
Aktualizacja (Update),2,4,13373.577,0.29805347,0.280897,0.503662,0.6413541
Aktualizacja (Update),2,8,17670.832,0.45120582,0.442826,0.657954,0.808734
Aktualizacja (Update),4,1,5121.131,0.19526936,0.16137,0.34804115,0.494499
Aktualizacja (Update),4,2,8241.425,0.24259494,0.21503049,0.419448,0.53626007
Aktualizacja (Update),4,4,13374.606,0.2982894,0.280931,0.50521797,0.643901
Aktualizacja (Update),4,8,17786.738,0.44805574,0.440379,0.655048,0.803643
Odczyt (Read),1,1,4312.541,0.23188184,0.20379251,0.41674006,0.542558
Odczyt (Read),1,2,9757.781,0.20483455,0.17383051,0.344717,0.44767004
Odczyt (Read),1,4,15402.098,0.2580857,0.227615,0.424051,0.546399
Odczyt (Read),1,8,19347.559,0.41245025,0.3697645,0.5405571,0.662116
Odczyt (Read),2,1,5913.8574,0.16909437,0.143294,0.29333,0.41837236
Odczyt (Read),2,2,9960.111,0.20051372,0.174586,0.34532908,0.44841507
Odczyt (Read),2,4,16509.17,0.24122415,0.226007,0.41780105,0.53632504
Odczyt (Read),2,8,21083.127,0.37810555,0.375503,0.545889,0.657469
Odczyt (Read),4,1,5908.3696,0.16925144,0.143245,0.29579744,0.4232151
Odczyt (Read),4,2,10017.973,0.1992825,0.173021,0.344063,0.44676507
Odczyt (Read),4,4,16281.822,0.24454246,0.22948399,0.42310706,0.541826
Odczyt (Read),4,8,20964.469,0.38044807,0.377838,0.549327,0.661083
Usuwanie (Delete),1,1,4735.498,0.21117103,0.159979,0.40761507,0.59901005
Usuwanie (Delete),1,2,8397.818,0.23797241,0.199557,0.394153,0.512137
Usuwanie (Delete),1,4,12824.026,0.31110927,0.254193,0.48339406,0.635578
Usuwanie (Delete),1,8,14929.551,0.534999,0.417796,0.626863,0.82088506
Usuwanie (Delete),2,1,5398.158,0.18524837,0.154112,0.326777,0.4666141
Usuwanie (Delete),2,2,8806.455,0.22692247,0.19969401,0.391891,0.5051661
Usuwanie (Delete),2,4,14540.114,0.27449468,0.255866,0.47326306,0.6128861
Usuwanie (Delete),2,8,18320.996,0.4358737,0.426194,0.629776,0.772578
Usuwanie (Delete),4,1,5340.7456,0.18723978,0.154936,0.3334052,0.477874
Usuwanie (Delete),4,2,8610.941,0.23204719,0.205998,0.403137,0.518815
Usuwanie (Delete),4,4,14489.041,0.27566862,0.256832,0.47612506,0.614301
Usuwanie (Delete),4,8,18395.936,0.4341051,0.424946,0.628156,0.770492
Zapis (Insert),1,1,4225.9585,0.23663272,0.177439,0.47285107,0.65364003
Zapis (Insert),1,2,7562.443,0.26421407,0.21759,0.42981705,0.55760205
Zapis (Insert),1,4,10978.59,0.36257172,0.2853415,0.53087,0.693748
Zapis (Insert),1,8,12961.144,0.6160328,0.429073,0.6603411,0.955295
Zapis (Insert),2,1,5096.157,0.1962263,0.162301,0.347904,0.49519014
Zapis (Insert),2,2,8195.11,0.24400282,0.215125,0.422154,0.541672
Zapis (Insert),2,4,13208.0,0.30063263,0.282337,0.507287,0.646888
Zapis (Insert),2,8,17975.39,0.44249117,0.434138,0.6397,0.790505
Zapis (Insert),4,1,5002.3906,0.19990443,0.165018,0.35616508,0.5038903
Zapis (Insert),4,2,8096.015,0.2465384,0.21759,0.42551,0.54659003
Zapis (Insert),4,4,13240.2705,0.300862,0.282313,0.509912,0.650009
Zapis (Insert),4,8,17969.13,0.44360745,0.435626,0.642429,0.791085
