Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,24307.26,0.04113997,0.045038998,0.0669325,0.10561821
Aktualizacja (Update),1,2,45191.57,0.04144872,0.0389515,0.066642,0.092993096
Aktualizacja (Update),1,4,49408.258,0.07715,0.066010006,0.1095455,0.1486624
Aktualizacja (Update),1,8,91072.28,0.07189268,0.02352601,0.082302,0.119423985
Aktualizacja (Update),2,1,24462.56,0.040878795,0.047704,0.08410506,0.091510415
Aktualizacja (Update),2,2,48374.188,0.040755462,0.0425185,0.0752885,0.09397539
Aktualizacja (Update),2,4,48388.43,0.07565366,0.07333499,0.11767244,0.1500662
Aktualizacja (Update),2,8,129510.984,0.05348263,0.030169992,0.090669,0.13048771
Aktualizacja (Update),4,1,21976.527,0.04550309,0.049989,0.0694375,0.0959704
Aktualizacja (Update),4,2,47785.887,0.040642112,0.043892004,0.066293,0.0894986
Aktualizacja (Update),4,4,121072.39,0.030823635,0.018437,0.07782399,0.116931
Aktualizacja (Update),4,8,133842.58,0.04911787,0.036922995,0.106469,0.1489436
Odczyt (Read),1,1,7914.008,0.12635823,0.111770004,0.20572199,0.28228793
Odczyt (Read),1,2,12000.067,0.16082446,0.14019251,0.25308776,0.31619236
Odczyt (Read),1,4,11654.255,0.34174335,0.16677749,0.23610355,0.3618629
Odczyt (Read),1,8,13760.23,0.5407028,0.17846549,0.2836113,0.4333943
Odczyt (Read),2,1,7743.499,0.12914059,0.11984601,0.20650525,0.2784413
Odczyt (Read),2,2,12288.888,0.157869,0.139599,0.25273848,0.3120385
Odczyt (Read),2,4,22480.607,0.17513096,0.168827,0.23138526,0.29302204
Odczyt (Read),2,8,24110.588,0.32870153,0.19595599,0.3044467,0.41537336
Odczyt (Read),4,1,7461.7534,0.13401677,0.115207,0.24028651,0.31384903
Odczyt (Read),4,2,11913.522,0.16533664,0.153386,0.26109,0.31141862
Odczyt (Read),4,4,23333.768,0.16942415,0.16121851,0.23628226,0.2882392
Odczyt (Read),4,8,39137.51,0.1942062,0.190234,0.28594774,0.3460404
Usuwanie (Delete),1,1,180768.55,0.005531936,0.0030859956,0.0068835476,0.064212516
Usuwanie (Delete),1,2,430215.47,0.0045317304,0.0029649963,0.008788004,0.054717213
Usuwanie (Delete),1,4,779419.7,0.0050871354,0.0033260002,0.009367999,0.06467721
Usuwanie (Delete),1,8,568419.8,0.00904395,0.0041879974,0.009428047,0.1260672
Usuwanie (Delete),2,1,188244.34,0.005312245,0.003626992,0.0066734995,0.0776643
Usuwanie (Delete),2,2,335114.22,0.0058747903,0.0037970021,0.009108,0.07774331
Usuwanie (Delete),2,4,763426.7,0.0051771295,0.0033960096,0.00953945,0.0645771
Usuwanie (Delete),2,8,729735.25,0.007816648,0.0043480103,0.009077995,0.08047861
Usuwanie (Delete),4,1,186278.9,0.0053682947,0.0036980053,0.0067129885,0.079454616
Usuwanie (Delete),4,2,301019.6,0.006607016,0.0031259987,0.006804459,0.061310988
Usuwanie (Delete),4,4,648524.3,0.0049287416,0.0030059891,0.006974455,0.058466293
Usuwanie (Delete),4,8,998137.9,0.0071635954,0.004709,0.01148299,0.09056821
Zapis (Insert),1,1,30912.807,0.03234905,0.02426801,0.06068101,0.08187301
Zapis (Insert),1,2,58062.43,0.034242537,0.021236498,0.06304449,0.09147999
Zapis (Insert),1,4,66507.31,0.055594023,0.0272635,0.08568856,0.1107582
Zapis (Insert),1,8,80914.18,0.08435344,0.017704006,0.09335351,0.1401757
Zapis (Insert),2,1,26235.027,0.03811698,0.038540997,0.06998455,0.0991156
Zapis (Insert),2,2,55755.824,0.03491464,0.026100999,0.072434,0.095559105
Zapis (Insert),2,4,63324.89,0.05794942,0.063059,0.134875,0.1541342
Zapis (Insert),2,8,128759.08,0.054561708,0.021081999,0.10438526,0.16361259
Zapis (Insert),4,1,25066.691,0.039893575,0.049633004,0.06572899,0.09262379
Zapis (Insert),4,2,55522.207,0.034632478,0.025319997,0.065158,0.089158304
Zapis (Insert),4,4,77221.19,0.043496672,0.043374997,0.088375956,0.1261097
Zapis (Insert),4,8,126270.39,0.047625747,0.030059004,0.111521,0.1630022
