Operacja,CPU Limit,Procesy Klienckie,CPU Baza [%],RAM Baza [MiB],CPU Klient [%],RAM Klient [MiB],Odczyt Baza [MiB],Zapis Baza [MiB],Liczba probek
Mieszany (10W/90R),1,1,1.2060538116591928,4188.247246636771,4.03152466367713,72.1457399103139,0.0,0.0,223
Mieszany (10W/90R),1,2,1.919360902255639,4188.356330827068,2.6665413533834585,92.41545112781954,0.0,0.0,266
Mieszany (10W/90R),1,4,4.552469135802469,4188.282205761317,8.543292181069958,163.8045267489712,0.0,0.0,243
Mieszany (10W/90R),1,8,7.745183673469388,4188.289567346939,12.384857142857143,295.82391836734695,0.0,0.0,245
Mieszany (10W/90R),2,1,1.1102262443438915,4189.614914027149,1.5110859728506787,57.32968325791855,0.0,0.0,221
Mieszany (10W/90R),2,2,2.092,4189.794535849056,4.501056603773585,79.35422641509433,0.0,0.0,265
Mieszany (10W/90R),2,4,4.616547085201794,4189.831461883408,7.147040358744395,154.0267264573991,0.0,0.0,223
Mieszany (10W/90R),2,8,7.30334693877551,4189.802579591837,12.049224489795918,286.451387755102,0.0,0.0,245
Mieszany (10W/90R),4,1,1.2626431718061677,4188.967471365639,1.8283259911894272,62.39370044052864,0.0,0.0,227
Mieszany (10W/90R),4,2,2.2928515625,4188.900000000001,4.277578125,84.7647265625,0.0,0.0,256
Mieszany (10W/90R),4,4,4.561877551020409,4188.929044897959,7.742122448979591,150.042,0.0,0.0,245
Mieszany (10W/90R),4,8,7.715078125,4188.984,13.308671875,282.6543359375,0.0,0.0,256
Mieszany (50/50),1,1,1.2060538116591928,4188.247246636771,4.03152466367713,72.1457399103139,0.0,0.0,223
Mieszany (50/50),1,2,1.919360902255639,4188.356330827068,2.6665413533834585,92.41545112781954,0.0,0.0,266
Mieszany (50/50),1,4,4.552469135802469,4188.282205761317,8.543292181069958,163.8045267489712,0.0,0.0,243
Mieszany (50/50),1,8,7.745183673469388,4188.289567346939,12.384857142857143,295.82391836734695,0.0,0.0,245
Mieszany (50/50),2,1,1.1102262443438915,4189.614914027149,1.5110859728506787,57.32968325791855,0.0,0.0,221
Mieszany (50/50),2,2,2.092,4189.794535849056,4.501056603773585,79.35422641509433,0.0,0.0,265
Mieszany (50/50),2,4,4.616547085201794,4189.831461883408,7.147040358744395,154.0267264573991,0.0,0.0,223
Mieszany (50/50),2,8,7.30334693877551,4189.802579591837,12.049224489795918,286.451387755102,0.0,0.0,245
Mieszany (50/50),4,1,1.2626431718061677,4188.967471365639,1.8283259911894272,62.39370044052864,0.0,0.0,227
Mieszany (50/50),4,2,2.2928515625,4188.900000000001,4.277578125,84.7647265625,0.0,0.0,256
Mieszany (50/50),4,4,4.561877551020409,4188.929044897959,7.742122448979591,150.042,0.0,0.0,245
Mieszany (50/50),4,8,7.715078125,4188.984,13.308671875,282.6543359375,0.0,0.0,256
Mieszany (90W/10R),1,1,1.2060538116591928,4188.247246636771,4.03152466367713,72.1457399103139,0.0,0.0,223
Mieszany (90W/10R),1,2,1.919360902255639,4188.356330827068,2.6665413533834585,92.41545112781954,0.0,0.0,266
Mieszany (90W/10R),1,4,4.552469135802469,4188.282205761317,8.543292181069958,163.8045267489712,0.0,0.0,243
Mieszany (90W/10R),1,8,7.745183673469388,4188.289567346939,12.384857142857143,295.82391836734695,0.0,0.0,245
Mieszany (90W/10R),2,1,1.1102262443438915,4189.614914027149,1.5110859728506787,57.32968325791855,0.0,0.0,221
Mieszany (90W/10R),2,2,2.092,4189.794535849056,4.501056603773585,79.35422641509433,0.0,0.0,265
Mieszany (90W/10R),2,4,4.616547085201794,4189.831461883408,7.147040358744395,154.0267264573991,0.0,0.0,223
Mieszany (90W/10R),2,8,7.30334693877551,4189.802579591837,12.049224489795918,286.451387755102,0.0,0.0,245
Mieszany (90W/10R),4,1,1.2626431718061677,4188.967471365639,1.8283259911894272,62.39370044052864,0.0,0.0,227
Mieszany (90W/10R),4,2,2.2928515625,4188.900000000001,4.277578125,84.7647265625,0.0,0.0,256
Mieszany (90W/10R),4,4,4.561877551020409,4188.929044897959,7.742122448979591,150.042,0.0,0.0,245
Mieszany (90W/10R),4,8,7.715078125,4188.984,13.308671875,282.6543359375,0.0,0.0,256
