Operacja,CPU Limit,Procesy Klienckie,CPU Baza [%],RAM Baza [MiB],CPU Klient [%],RAM Klient [MiB],Odczyt Baza [MiB],Zapis Baza [MiB],Liczba probek
Aktualizacja (Update),1,1,16.01,1955.84,298.16,28.46,0.0,0.0,1
Aktualizacja (Update),1,2,33.15,1998.848,390.58,105.6,0.0,0.0,1
Aktualizacja (Update),1,4,30.625,2085.888,692.4449999999999,161.2,0.0,0.0,2
Aktualizacja (Update),1,8,14.215,2260.992,932.56,245.85,0.0,0.0,2
Aktualizacja (Update),2,1,14.3,1956.864,298.45,18.39,0.0,0.0,1
Aktualizacja (Update),2,2,38.7,1999.872,408.84,90.42,0.0,0.0,1
Aktualizacja (Update),2,4,111.93,2086.912,548.59,129.1,0.0,0.0,1
Aktualizacja (Update),2,8,50.115,2263.04,1120.04,168.345,0.0,0.0,2
Aktualizacja (Update),4,1,25.57,1955.84,306.26,27.71,0.0,0.0,1
Aktualizacja (Update),4,2,50.23,1997.824,385.68,30.32,0.0,0.0,1
Aktualizacja (Update),4,4,97.09,2086.912,361.58,78.76,0.0,0.0,1
Aktualizacja (Update),4,8,36.405,2260.992,1142.96,245.85,0.0,0.0,2
Odczyt (Read),1,1,54.56,1955.84,61.04,66.57,0.0,0.0,1
Odczyt (Read),1,2,41.115,1998.848,376.01,105.7,0.0,0.0,2
Odczyt (Read),1,4,80.02,2086.5706666666665,415.9933333333333,182.4,0.0,0.0,3
Odczyt (Read),1,8,80.4775,2261.504,390.335,241.6375,0.0,0.0,4
Odczyt (Read),2,1,52.99,1957.888,59.89,51.49,0.0,0.0,1
Odczyt (Read),2,2,104.59,2000.896,119.81,90.83,0.0,0.0,1
Odczyt (Read),2,4,77.865,2087.936,528.8000000000001,127.91,0.0,0.0,2
Odczyt (Read),2,8,153.88333333333333,2263.04,639.59,322.2,0.0,0.0,3
Odczyt (Read),4,1,30.145,1955.84,300.995,42.155,0.0,0.0,2
Odczyt (Read),4,2,76.585,1998.848,275.18,63.315,0.0,0.0,2
Odczyt (Read),4,4,71.185,2087.424,518.95,136.615,0.0,0.0,2
Odczyt (Read),4,8,169.54500000000002,2262.016,657.815,193.72,0.0,0.0,2
Usuwanie (Delete),1,1,41.78,1998.848,387.14,28.34,0.0,0.0,1
Usuwanie (Delete),1,2,30.48,1998.848,516.8,182.3,0.0,0.0,1
Usuwanie (Delete),1,4,8.15,2085.888,628.55,140.3,0.0,0.0,1
Usuwanie (Delete),1,8,23.13,2260.992,648.04,67.89,0.0,0.0,1
Usuwanie (Delete),2,1,47.61,1999.872,425.61,13.57,0.0,0.0,1
Usuwanie (Delete),2,2,22.13,1999.872,596.52,167.1,0.0,0.0,1
Usuwanie (Delete),2,4,0.01,2086.912,811.39,187.2,0.0,0.0,1
Usuwanie (Delete),2,8,22.05,2263.04,1076.83,14.89,0.0,0.0,1
Usuwanie (Delete),4,1,2.79,1955.84,560.37,95.28,0.0,0.0,1
Usuwanie (Delete),4,2,3.38,1997.824,515.54,90.37,0.0,0.0,1
Usuwanie (Delete),4,4,7.95,2086.912,640.5,137.6,0.0,0.0,1
Usuwanie (Delete),4,8,22.37,2260.992,1143.35,165.0,0.0,0.0,1
Zapis (Insert),1,1,26.57,1955.84,303.95,66.54,0.0,0.0,1
Zapis (Insert),1,2,41.78,1998.848,387.14,28.34,0.0,0.0,1
Zapis (Insert),1,4,43.53,2085.888,282.4,101.0,0.0,0.0,1
Zapis (Insert),1,8,44.775000000000006,2174.464,1076.17,322.9,0.0,0.0,2
Zapis (Insert),2,1,26.41,1957.888,301.72,51.49,0.0,0.0,1
Zapis (Insert),2,2,47.61,1999.872,425.61,13.57,0.0,0.0,1
Zapis (Insert),2,4,77.15,2086.912,306.19,74.11,0.0,0.0,1
Zapis (Insert),2,8,149.14,2262.016,728.59,16.46,0.0,0.0,1
Zapis (Insert),4,1,24.73,1955.84,304.64,19.93,0.0,0.0,1
Zapis (Insert),4,2,44.61,1998.848,337.72,89.12,0.0,0.0,1
Zapis (Insert),4,4,81.34,2086.912,558.77,43.87,0.0,0.0,1
Zapis (Insert),4,8,114.13,2147.328,1118.89,327.3,0.0,0.0,1
