Operacja,CPU Limit,Procesy Klienckie,CPU Baza [%],RAM Baza [MiB],CPU Klient [%],RAM Klient [MiB],Odczyt Baza [MiB],Zapis Baza [MiB],Liczba probek
Aktualizacja (Update),1,1,11.21,1954.816,527.63,85.43,0.0,0.0,1
Aktualizacja (Update),1,2,2.69,1997.824,573.16,148.4,0.0,0.0,1
Aktualizacja (Update),1,4,17.42,2085.888,540.37,59.66,0.0,0.0,1
Aktualizacja (Update),1,8,89.49,2260.992,475.68,47.55,0.0,0.0,1
Aktualizacja (Update),2,1,10.81,1954.816,319.21,58.46,0.0,0.0,1
Aktualizacja (Update),2,2,22.13,1997.824,398.51,43.96,0.0,0.0,1
Aktualizacja (Update),2,4,21.13,2085.888,542.96,44.15,0.0,0.0,1
Aktualizacja (Update),2,8,31.985,2260.992,846.53,217.185,0.0,0.0,2
Aktualizacja (Update),4,1,10.95,1953.792,420.65,67.0,0.0,0.0,1
Aktualizacja (Update),4,2,4.56,1998.848,441.27,110.2,0.0,0.0,1
Aktualizacja (Update),4,4,5.77,2085.888,635.05,162.8,0.0,0.0,1
Aktualizacja (Update),4,8,57.94,2260.992,669.205,111.66,0.0,0.0,2
Odczyt (Read),1,1,26.12,1953.792,167.64,64.35,0.0,0.0,1
Odczyt (Read),1,2,24.44,1998.848,392.22,46.49,0.0,0.0,1
Odczyt (Read),1,4,58.565,2085.888,392.215,130.38,0.0,0.0,2
Odczyt (Read),1,8,63.605,2261.504,610.925,284.6,0.0,0.0,2
Odczyt (Read),2,1,24.28,1954.816,303.05,44.76,0.0,0.0,1
Odczyt (Read),2,2,34.55,1998.848,381.75,120.7,0.0,0.0,1
Odczyt (Read),2,4,46.22,2085.888,541.3,121.175,0.0,0.0,2
Odczyt (Read),2,8,187.87,2260.992,440.93,44.52,0.0,0.0,1
Odczyt (Read),4,1,27.68,1953.792,206.96,57.35,0.0,0.0,1
Odczyt (Read),4,2,29.75,1997.824,391.52,119.2,0.0,0.0,1
Odczyt (Read),4,4,103.67,2085.888,497.6,42.37,0.0,0.0,1
Odczyt (Read),4,8,107.585,2261.504,965.175,246.1,0.0,0.0,2
Usuwanie (Delete),1,1,24.06,1997.824,397.58,47.0,0.0,0.0,1
Usuwanie (Delete),1,2,2.69,1997.824,573.16,148.4,0.0,0.0,1
Usuwanie (Delete),1,4,45.13,2088.96,1010.69,371.7,0.0,0.0,1
Usuwanie (Delete),1,8,17.48,2260.992,322.53,86.44,0.0,0.0,1
Usuwanie (Delete),2,1,7.39,1954.816,584.8,120.8,0.0,0.0,1
Usuwanie (Delete),2,2,47.08,2085.888,576.04,44.27,0.0,0.0,1
Usuwanie (Delete),2,4,64.39,2180.096,1056.51,363.2,0.0,0.0,1
Usuwanie (Delete),2,8,16.17,2260.992,718.44,82.97,0.0,0.0,1
Usuwanie (Delete),4,1,23.22,1988.608,507.58,119.4,0.0,0.0,1
Usuwanie (Delete),4,2,44.43,2084.864,573.76,110.0,0.0,0.0,1
Usuwanie (Delete),4,4,83.47,2260.992,996.35,53.76,0.0,0.0,1
Usuwanie (Delete),4,8,15.75,2260.992,323.34,80.92,0.0,0.0,1
Zapis (Insert),1,1,15.98,1954.816,443.82,85.47,0.0,0.0,1
Zapis (Insert),1,2,41.68,1998.848,378.66,124.1,0.0,0.0,1
Zapis (Insert),1,4,45.37,2084.864,604.99,122.6,0.0,0.0,1
Zapis (Insert),1,8,72.23,2175.4880000000003,748.075,363.55,0.0,0.0,2
Zapis (Insert),2,1,17.93,1955.84,317.33,53.31,0.0,0.0,1
Zapis (Insert),2,2,39.27,1998.848,390.9,121.0,0.0,0.0,1
Zapis (Insert),2,4,71.31,2085.888,576.04,44.27,0.0,0.0,1
Zapis (Insert),2,8,126.13,2220.544,748.72,203.86,0.0,0.0,2
Zapis (Insert),4,1,16.08,1954.816,408.79,70.15,0.0,0.0,1
Zapis (Insert),4,2,40.31,1998.848,376.61,119.7,0.0,0.0,1
Zapis (Insert),4,4,44.43,2084.864,573.76,110.0,0.0,0.0,1
Zapis (Insert),4,8,83.47,2260.992,996.35,53.76,0.0,0.0,1
