Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,30073.182,0.03325222,0.032895997,0.037505,0.043022998
Aktualizacja (Update),1,2,59083.902,0.033674095,0.033175003,0.039460998,0.046724003
Aktualizacja (Update),1,4,125591.45,0.030918127,0.021511002,0.03527,0.041696
Aktualizacja (Update),1,8,129908.16,0.058449883,0.015296002,0.032895003,0.04958869
Aktualizacja (Update),2,1,31124.613,0.032128915,0.032896,0.039042003,0.04462901
Aktualizacja (Update),2,2,58969.566,0.028405836,0.029404,0.038622007,0.046654996
Aktualizacja (Update),2,4,114179.49,0.032454737,0.033873003,0.040578,0.046096
Aktualizacja (Update),2,8,209562.84,0.034920655,0.024654998,0.050566,0.058179002
Aktualizacja (Update),4,1,30469.883,0.032819293,0.032896,0.039041996,0.043931004
Aktualizacja (Update),4,2,59299.03,0.03372626,0.032966003,0.040369,0.045886002
Aktualizacja (Update),4,4,107958.82,0.035969395,0.035201002,0.043931004,0.050427
Aktualizacja (Update),4,8,173482.94,0.043099687,0.040927995,0.057132,0.06677
Odczyt (Read),1,1,15804.398,0.06327353,0.057690002,0.077245,0.084858
Odczyt (Read),1,2,32468.238,0.061063778,0.0572,0.074382,0.082902
Odczyt (Read),1,4,40106.324,0.09717822,0.059086,0.074801,0.091144
Odczyt (Read),1,8,44504.227,0.17656699,0.07054,0.087023,0.121665
Odczyt (Read),2,1,17235.453,0.058019947,0.056712,0.06628,0.083042
Odczyt (Read),2,2,33494.203,0.05884262,0.0566075,0.072217,0.08115599
Odczyt (Read),2,4,59741.4,0.063364685,0.060623,0.076481454,0.084998
Odczyt (Read),2,8,80743.09,0.09630773,0.074871,0.095754,0.11056
Odczyt (Read),4,1,17137.197,0.058352597,0.056502998,0.071658,0.078713
Odczyt (Read),4,2,32798.074,0.060038887,0.056712,0.073753,0.081995
Odczyt (Read),4,4,57476.656,0.06636391,0.064884,0.08003999,0.087303
Odczyt (Read),4,8,97294.15,0.08021502,0.081785,0.098967,0.107278004
Usuwanie (Delete),1,1,92141.72,0.010852848,0.010267002,0.011384,0.029962001
Usuwanie (Delete),1,2,177127.55,0.011226553,0.010545999,0.012013002,0.030032003
Usuwanie (Delete),1,4,351917.66,0.011273872,0.010684999,0.012432,0.031499002
Usuwanie (Delete),1,8,628633.5,0.012392114,0.011734002,0.013339999,0.036597
Usuwanie (Delete),2,1,91973.27,0.010872724,0.010336,0.011384,0.030521005
Usuwanie (Delete),2,2,176834.77,0.011307119,0.010547003,0.012432,0.030591
Usuwanie (Delete),2,4,352916.22,0.011237258,0.010685995,0.012361998,0.030311
Usuwanie (Delete),2,8,635123.75,0.012523424,0.011942997,0.013479999,0.036807004
Usuwanie (Delete),4,1,91931.26,0.010877693,0.010267002,0.011384,0.03101
Usuwanie (Delete),4,2,173933.36,0.011464426,0.010616001,0.012920994,0.033664
Usuwanie (Delete),4,4,352330.22,0.011275471,0.010686003,0.012432,0.031359997
Usuwanie (Delete),4,8,632021.7,0.012583313,0.011943004,0.013758996,0.038064
Zapis (Insert),1,1,29706.1,0.03366312,0.033175,0.039601,0.048051
Zapis (Insert),1,2,60977.12,0.029259717,0.031988,0.038064003,0.046235
Zapis (Insert),1,4,131018.734,0.029579034,0.020323997,0.037296,0.044489
Zapis (Insert),1,8,120096.42,0.063714616,0.015855,0.034083,0.050985
Zapis (Insert),2,1,28710.152,0.034830887,0.034782004,0.040228996,0.046934
Zapis (Insert),2,2,62142.277,0.032108493,0.032895993,0.037295002,0.046165995
Zapis (Insert),2,4,119145.48,0.033031076,0.034293,0.042742997,0.048541
Zapis (Insert),2,8,223538.69,0.03384293,0.020113999,0.049378004,0.0632087
Zapis (Insert),4,1,41893.207,0.023870217,0.021301996,0.0352,0.040508
Zapis (Insert),4,2,62420.02,0.03145778,0.032406997,0.039252,0.046864007
Zapis (Insert),4,4,117223.88,0.033354312,0.034502003,0.043233,0.048611
Zapis (Insert),4,8,176535.86,0.043029893,0.042742997,0.066141,0.089398
