Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,67419.32,0.014832544,0.012012999,0.0352,0.036457002
Aktualizacja (Update),1,2,135717.55,0.014572843,0.012222998,0.031848002,0.036178
Aktualizacja (Update),1,4,265808.47,0.014914468,0.012432,0.033804,0.037575003
Aktualizacja (Update),1,8,367700.2,0.020581754,0.013200003,0.017042,0.024794001
Aktualizacja (Update),2,1,70114.6,0.014262364,0.011942997,0.031429,0.03569
Aktualizacja (Update),2,2,134088.02,0.014913733,0.012292002,0.034571998,0.036807004
Aktualizacja (Update),2,4,266079.38,0.014918171,0.012432,0.033384997,0.037784994
Aktualizacja (Update),2,8,448355.1,0.017623443,0.0143180005,0.041137993,0.046306007
Aktualizacja (Update),4,1,69908.37,0.01430444,0.011943004,0.031429,0.035550002
Aktualizacja (Update),4,2,135798.44,0.014652164,0.012291996,0.031988,0.036667
Aktualizacja (Update),4,4,264480.7,0.014916209,0.012501005,0.032965995,0.037575003
Aktualizacja (Update),4,8,450563.8,0.017562881,0.014247999,0.041137,0.046235
Odczyt (Read),1,1,20375.514,0.04907852,0.046794,0.060135,0.067887
Odczyt (Read),1,2,39367.71,0.049645945,0.047143005,0.061042003,0.068655
Odczyt (Read),1,4,57718.242,0.068843134,0.049657,0.06202,0.073055
Odczyt (Read),1,8,56646.344,0.14068198,0.06195,0.075779,0.099735
Odczyt (Read),2,1,20192.186,0.04952411,0.046725005,0.060274005,0.06858499
Odczyt (Read),2,2,40152.367,0.04970987,0.047283,0.060553998,0.06816701
Odczyt (Read),2,4,74405.195,0.05304622,0.050915,0.063277006,0.07117
Odczyt (Read),2,8,104401.79,0.07610488,0.06956401,0.083951004,0.097779006
Odczyt (Read),4,1,20116.516,0.049710397,0.047074005,0.060553,0.068794996
Odczyt (Read),4,2,40181.496,0.049314953,0.047143005,0.060553,0.067188
Odczyt (Read),4,4,74974.89,0.0528905,0.050425995,0.063626,0.071518995
Odczyt (Read),4,8,112657.375,0.07032905,0.07165701,0.085417,0.094916
Usuwanie (Delete),1,1,92452.516,0.010816364,0.010265998,0.011035001,0.029613001
Usuwanie (Delete),1,2,178294.8,0.011182298,0.010546003,0.012082,0.030101998
Usuwanie (Delete),1,4,352923.25,0.011300264,0.010756001,0.012432,0.031219998
Usuwanie (Delete),1,8,630595.6,0.012605068,0.011943,0.013758999,0.038064003
Usuwanie (Delete),2,1,92470.2,0.010814295,0.010197,0.011035001,0.029614
Usuwanie (Delete),2,2,177426.11,0.011259384,0.010547003,0.012361998,0.031498995
Usuwanie (Delete),2,4,354636.38,0.011242451,0.010685995,0.012361998,0.030032003
Usuwanie (Delete),2,8,632186.4,0.0126174195,0.011943004,0.013550001,0.038204003
Usuwanie (Delete),4,1,92491.516,0.010811803,0.010197,0.011035001,0.029892
Usuwanie (Delete),4,2,178099.67,0.011186525,0.010545999,0.012013006,0.030033
Usuwanie (Delete),4,4,354179.9,0.011262967,0.010754993,0.012361998,0.030241005
Usuwanie (Delete),4,8,633534.0,0.012592242,0.011942997,0.013689001,0.038482998
Zapis (Insert),1,1,70571.17,0.014170092,0.011943,0.031359002,0.032407
Zapis (Insert),1,2,136425.38,0.014628299,0.012292002,0.031988,0.036528
Zapis (Insert),1,4,271364.8,0.014475023,0.012362001,0.031499,0.036387004
Zapis (Insert),1,8,433803.1,0.017228555,0.013410001,0.017250998,0.024165
Zapis (Insert),2,1,69159.234,0.014459385,0.011942997,0.0315,0.035828996
Zapis (Insert),2,2,137029.05,0.014464768,0.012222998,0.031430006,0.035830002
Zapis (Insert),2,4,267918.8,0.014545722,0.012293,0.032197,0.036667995
Zapis (Insert),2,8,458626.28,0.017322227,0.014248006,0.039041996,0.046027
Zapis (Insert),4,1,70065.625,0.014272333,0.011942997,0.031498995,0.035200994
Zapis (Insert),4,2,137536.27,0.014443328,0.012222,0.031429,0.034851998
Zapis (Insert),4,4,268607.22,0.014557905,0.012361998,0.031987,0.036947
Zapis (Insert),4,8,451625.84,0.01744096,0.014248006,0.040438995,0.046304993
