Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,8155.0273,0.12262375,0.111257,0.144501,0.16580369
Aktualizacja (Update),1,2,10050.727,0.19875607,0.115447,0.163987,0.2515708
Aktualizacja (Update),1,4,12761.163,0.3124498,0.167968,0.25115,0.4240087
Aktualizacja (Update),1,8,17139.89,0.46145797,0.309679,0.549517,0.769518
Aktualizacja (Update),2,1,8541.235,0.11707908,0.111749,0.144295,0.16496968
Aktualizacja (Update),2,2,17119.857,0.11672032,0.113424,0.129698,0.165597
Aktualizacja (Update),2,4,23830.615,0.16737683,0.157844,0.219236,0.263516
Aktualizacja (Update),2,8,23766.686,0.33233964,0.314782,0.463966,0.648909
Aktualizacja (Update),4,1,8412.187,0.11887515,0.111748,0.148066,0.163222
Aktualizacja (Update),4,2,16686.314,0.11975764,0.116846,0.13319,0.155469
Aktualizacja (Update),4,4,23879.094,0.1664559,0.158892,0.219445,0.270151
Aktualizacja (Update),4,8,24231.607,0.3286822,0.31659698,0.447691,0.58102
Odczyt (Read),1,1,9402.359,0.106356286,0.088908,0.116634,0.128368
Odczyt (Read),1,2,21736.727,0.092008226,0.091003,0.103924,0.121663
Odczyt (Read),1,4,29925.137,0.13338101,0.12822899,0.173067,0.207849
Odczyt (Read),1,8,19934.555,0.4000229,0.257646,0.381406,0.554754
Odczyt (Read),2,1,10668.879,0.09373057,0.08863,0.11545,0.126066
Odczyt (Read),2,2,22089.623,0.0904524,0.089957,0.100783,0.118034
Odczyt (Read),2,4,29774.55,0.13387215,0.130187,0.176772,0.21190369
Odczyt (Read),2,8,29691.807,0.26866314,0.260304,0.373868,0.43079
Odczyt (Read),4,1,11065.1045,0.0903742,0.088211,0.098827,0.116288
Odczyt (Read),4,2,21735.717,0.09200082,0.090656,0.112028,0.124948
Odczyt (Read),4,4,29810.979,0.13384451,0.130187,0.174536,0.21001601
Odczyt (Read),4,8,30048.05,0.26374143,0.254017,0.373029,0.444338
Usuwanie (Delete),1,1,9196.767,0.10873387,0.097289,0.129555,0.1408
Usuwanie (Delete),1,2,19030.771,0.105059825,0.099035,0.119708,0.136749
Usuwanie (Delete),1,4,17987.9,0.22186023,0.142756,0.200375,0.267563
Usuwanie (Delete),1,8,14958.063,0.53349125,0.27853,0.43204305,0.7181167
Usuwanie (Delete),2,1,9539.729,0.10482479,0.096872,0.127882,0.14094202
Usuwanie (Delete),2,2,19728.74,0.10134587,0.099177,0.113076,0.13172302
Usuwanie (Delete),2,4,27307.988,0.1463814,0.14206,0.185014,0.225662
Usuwanie (Delete),2,8,27990.32,0.2848967,0.274901,0.36835,0.50217074
Usuwanie (Delete),4,1,9609.314,0.1040657,0.096872,0.125647,0.138009
Usuwanie (Delete),4,2,19459.922,0.102762155,0.100014,0.120199,0.136682
Usuwanie (Delete),4,4,27279.41,0.14656104,0.141012,0.185083,0.225661
Usuwanie (Delete),4,8,27516.648,0.28971207,0.281535,0.36849,0.519349
Zapis (Insert),1,1,7804.384,0.12813312,0.11433,0.144571,0.17132
Zapis (Insert),1,2,13795.281,0.14495958,0.114749,0.155676,0.20233
Zapis (Insert),1,4,16324.154,0.24457951,0.160286,0.241372,0.3531887
Zapis (Insert),1,8,15276.212,0.51931196,0.315685,0.524511,0.7845344
Zapis (Insert),2,1,8513.346,0.117462635,0.11084,0.148486,0.165388
Zapis (Insert),2,2,16753.746,0.11928429,0.114123,0.139127,0.179217
Zapis (Insert),2,4,23679.854,0.16851813,0.15973,0.220354,0.280628
Zapis (Insert),2,8,23942.33,0.33271077,0.313175,0.464664,0.634452
Zapis (Insert),4,1,7922.9,0.12621641,0.114402,0.15519,0.16818
Zapis (Insert),4,2,16891.299,0.11838164,0.113983,0.132561,0.175794
Zapis (Insert),4,4,23397.066,0.17030212,0.163291,0.221401,0.273923
Zapis (Insert),4,8,24117.645,0.3298828,0.309472,0.470041,0.634869
