Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,8837.0625,0.11315977,0.101064,0.1341,0.14758
Aktualizacja (Update),1,2,16206.795,0.12332875,0.104626,0.133262,0.154565
Aktualizacja (Update),1,4,20822.826,0.19189943,0.135146,0.191089,0.248988
Aktualizacja (Update),1,8,19668.875,0.40553123,0.260656,0.440223,0.624121
Aktualizacja (Update),2,1,9265.416,0.10792823,0.101481,0.132981,0.146531
Aktualizacja (Update),2,2,18642.535,0.10719544,0.103996,0.13319,0.150651
Aktualizacja (Update),2,4,28615.648,0.13963579,0.135283,0.188851,0.230547
Aktualizacja (Update),2,8,29115.725,0.27358943,0.260024,0.39035,0.508802
Aktualizacja (Update),4,1,9204.385,0.108643875,0.101481,0.13319,0.144994
Aktualizacja (Update),4,2,18777.094,0.10650441,0.103647,0.12418,0.146739
Aktualizacja (Update),4,4,28558.291,0.14000925,0.136193,0.188086,0.229783
Aktualizacja (Update),4,8,28921.615,0.27536476,0.26142,0.394121,0.510966
Odczyt (Read),1,1,10593.313,0.09439917,0.085978,0.110982,0.12069
Odczyt (Read),1,2,20442.467,0.097735375,0.090098,0.110842,0.127814
Odczyt (Read),1,4,32282.943,0.12372991,0.109093,0.141919,0.165106
Odczyt (Read),1,8,31993.883,0.2494988,0.192069,0.301653,0.449162
Odczyt (Read),2,1,10825.42,0.09237517,0.086186,0.110771,0.120758
Odczyt (Read),2,2,22119.111,0.09040702,0.088701,0.102251,0.120828
Odczyt (Read),2,4,36020.33,0.110915184,0.109999,0.141707,0.161751
Odczyt (Read),2,8,38721.613,0.20595822,0.194161,0.294525,0.412979
Odczyt (Read),4,1,10785.7705,0.09271475,0.086325,0.110561,0.120478
Odczyt (Read),4,2,21977.453,0.09098003,0.08877,0.111818,0.122993
Odczyt (Read),4,4,35639.52,0.11175445,0.110073,0.144853,0.164549
Odczyt (Read),4,8,39323.1,0.20285538,0.191577,0.289356,0.4069
Usuwanie (Delete),1,1,9198.631,0.108711824,0.097362,0.130329,0.140316
Usuwanie (Delete),1,2,18964.727,0.105434425,0.097711,0.120201,0.14115402
Usuwanie (Delete),1,4,25830.13,0.15476376,0.140174,0.184035,0.23041
Usuwanie (Delete),1,8,23522.373,0.33989146,0.277627,0.39685,0.54869
Usuwanie (Delete),2,1,9727.286,0.102803595,0.096872,0.125508,0.13794
Usuwanie (Delete),2,2,19986.555,0.100026704,0.098269,0.11587,0.138498
Usuwanie (Delete),2,4,27766.1,0.1439945,0.139684,0.184592,0.227684
Usuwanie (Delete),2,8,27886.625,0.28651968,0.279441,0.373379,0.474092
Usuwanie (Delete),4,1,9765.945,0.10239664,0.096593,0.124949,0.137799
Usuwanie (Delete),4,2,20133.16,0.099305235,0.097361,0.114961,0.138848
Usuwanie (Delete),4,4,27723.492,0.14420725,0.139825,0.184455,0.228106
Usuwanie (Delete),4,8,27741.656,0.28806037,0.280976,0.376381,0.472903
Zapis (Insert),1,1,8891.641,0.11246519,0.102461,0.136685,0.148488
Zapis (Insert),1,2,16964.705,0.11786213,0.104276,0.133471,0.15645
Zapis (Insert),1,4,23110.604,0.17297412,0.135282,0.187734,0.240953
Zapis (Insert),1,8,22288.096,0.35693464,0.256674,0.411096,0.575297
Zapis (Insert),2,1,9127.831,0.10955504,0.10218,0.135146,0.147647
Zapis (Insert),2,2,18632.184,0.107335545,0.104275,0.128302,0.149464
Zapis (Insert),2,4,28463.336,0.14020023,0.135565,0.189547,0.232787
Zapis (Insert),2,8,29092.174,0.27372238,0.259044,0.391326,0.512153
Zapis (Insert),4,1,9223.401,0.10841987,0.101551,0.133819,0.145622
Zapis (Insert),4,2,18607.484,0.10747652,0.104135,0.131235,0.15162969
Zapis (Insert),4,4,28336.445,0.14096688,0.136054,0.191508,0.234741
Zapis (Insert),4,8,29533.203,0.26986825,0.25618,0.38455,0.493991
