Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,277835.72,0.0035992493,0.0023739995,0.004970003,0.0087480005
Aktualizacja (Update),2,1,376364.78,0.0026569967,0.0022650056,0.004849994,0.0075650024
Aktualizacja (Update),4,1,364273.88,0.0027451874,0.0023139874,0.004959991,0.0077750008
Odczyt (Read),1,1,741893.0,0.0013479033,0.0011730008,0.0022439926,0.0030959926
Odczyt (Read),2,1,756756.3,0.0013214294,0.0011619995,0.002125451,0.0031259987
Odczyt (Read),4,1,749030.25,0.0013350595,0.001182998,0.0021140003,0.002955989
Usuwanie (Delete),1,1,294462.97,0.0033960126,0.0023739995,0.0029560032,0.0063530025
Usuwanie (Delete),2,1,305966.12,0.0032683355,0.002374989,0.0029059884,0.0061119935
Usuwanie (Delete),4,1,381616.88,0.002620429,0.0023040047,0.002654997,0.006201997
Zapis (Insert),1,1,333047.16,0.003002578,0.0024449981,0.0050399983,0.008296014
Zapis (Insert),2,1,354196.8,0.0028232893,0.0024749897,0.005120004,0.007836093
Zapis (Insert),4,1,341186.94,0.0029309446,0.0024650071,0.0050699892,0.009248104
