Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,5784.459,0.17287701,0.006814007,1.1728188,1.4812435
Aktualizacja (Update),2,1,4962.541,0.20150967,0.0064729974,1.1938341,1.5359714
Aktualizacja (Update),4,1,5090.7935,0.19643304,0.006823,1.1823993,1.4501488
Odczyt (Read),1,1,333760.2,0.0029961632,0.0019440049,0.008357455,0.016813107
Odczyt (Read),2,1,315845.2,0.0031661082,0.0019630096,0.009087052,0.016874004
Odczyt (Read),4,1,329320.97,0.0030365512,0.0018729916,0.009929995,0.017104201
Usuwanie (Delete),1,1,371410.25,0.0026924405,0.002294997,0.0030759983,0.006423111
Usuwanie (Delete),2,1,404285.4,0.0024735,0.002325003,0.002785053,0.00517009
Usuwanie (Delete),4,1,158459.58,0.0063107572,0.002664994,0.0031259987,0.0067742034
Zapis (Insert),1,1,7089.641,0.14105086,0.0068840017,1.1478981,1.2822295
Zapis (Insert),2,1,7757.294,0.12891094,0.0069939997,1.1255859,1.2290198
Zapis (Insert),4,1,8406.8,0.11895132,0.0070739915,1.1098775,1.2209572
