Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,241966.55,0.0041328026,0.0023040047,0.004989997,0.008206
Aktualizacja (Update),2,1,337472.72,0.0029632023,0.0022750027,0.0047899955,0.007815004
Aktualizacja (Update),4,1,329228.84,0.0030374008,0.002323999,0.004899004,0.0079950215
Odczyt (Read),1,1,633128.7,0.0015794578,0.0012520031,0.002084009,0.003196008
Odczyt (Read),2,1,714443.56,0.0013996906,0.0012419914,0.0021639862,0.0030859956
Odczyt (Read),4,1,700684.44,0.001427176,0.0012630044,0.0021940067,0.0031070085
Usuwanie (Delete),1,1,332121.66,0.0030109452,0.0022839957,0.002806002,0.0060919994
Usuwanie (Delete),2,1,219409.61,0.0045576855,0.002244007,0.0027159986,0.006553004
Usuwanie (Delete),4,1,246761.69,0.004052493,0.0022240127,0.002775996,0.0070140087
Zapis (Insert),1,1,256226.98,0.0039027892,0.0024850015,0.0051509994,0.0087469965
Zapis (Insert),2,1,313197.72,0.0031928713,0.0024450128,0.0050600064,0.008266986
Zapis (Insert),4,1,295155.12,0.0033880488,0.002484012,0.005121008,0.008577
