Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,8064.9014,0.12399408,0.119225,0.137803,0.15952739
Aktualizacja (Update),1,2,16480.97,0.12017742,0.11692,0.148839,0.22309378
Aktualizacja (Update),1,4,20844.656,0.18834145,0.131447,0.17754404,0.279098
Aktualizacja (Update),1,8,26466.033,0.2911817,0.167347,0.25528,0.38337848
Aktualizacja (Update),2,1,8518.346,0.11739369,0.111748,0.13633901,0.18118078
Aktualizacja (Update),2,2,16448.756,0.121551394,0.120548,0.143945,0.165107
Aktualizacja (Update),2,4,29480.494,0.13159494,0.130326,0.165107,0.19646838
Aktualizacja (Update),2,8,41143.387,0.17745234,0.17160249,0.247731,0.2952247
Aktualizacja (Update),4,1,8335.838,0.119963944,0.113006,0.150371,0.18124269
Aktualizacja (Update),4,2,17242.78,0.11551682,0.114193,0.142549,0.1886499
Aktualizacja (Update),4,4,28912.857,0.13173139,0.129837,0.169369,0.2024754
Aktualizacja (Update),4,8,41910.953,0.17864819,0.169997,0.26477745,0.311358
Odczyt (Read),1,1,10852.638,0.0921435,0.083010495,0.108748,0.13047001
Odczyt (Read),1,2,23347.186,0.08560473,0.081648,0.092474,0.1076314
Odczyt (Read),1,4,34452.37,0.115322314,0.097363,0.122507,0.17440268
Odczyt (Read),1,8,35934.35,0.21767388,0.154286,0.206809,0.297676
Odczyt (Read),2,1,10170.341,0.09832512,0.100713,0.114472,0.12641568
Odczyt (Read),2,2,22738.57,0.087748416,0.083041996,0.097849,0.1220147
Odczyt (Read),2,4,39067.418,0.10161828,0.099385,0.122084,0.1412227
Odczyt (Read),2,8,49568.53,0.15397349,0.153653,0.197444,0.22615069
Odczyt (Read),4,1,11417.189,0.08758723,0.081087,0.10190005,0.1269061
Odczyt (Read),4,2,18744.977,0.10587942,0.103018,0.124949,0.217979
Odczyt (Read),4,4,37678.71,0.10422942,0.103926,0.11992,0.14219901
Odczyt (Read),4,8,50188.95,0.15406802,0.150371,0.199959,0.2479424
Usuwanie (Delete),1,1,8006.36,0.124900706,0.120622,0.14862904,0.1776871
Usuwanie (Delete),1,2,15856.188,0.124782786,0.12118,0.146883,0.1769181
Usuwanie (Delete),1,4,20875.633,0.18562688,0.124812,0.171817,0.25200248
Usuwanie (Delete),1,8,26339.443,0.29292074,0.163435,0.240544,0.37108648
Usuwanie (Delete),2,1,7887.665,0.12678023,0.11971,0.147507,0.1782394
Usuwanie (Delete),2,2,16965.746,0.117485255,0.116147,0.140313,0.16650888
Usuwanie (Delete),2,4,32809.363,0.11860817,0.114262,0.158822,0.188016
Usuwanie (Delete),2,8,41670.49,0.18129423,0.176282,0.251711,0.286214
Usuwanie (Delete),4,1,8532.85,0.11719415,0.112097,0.14555645,0.1645518
Usuwanie (Delete),4,2,16865.0,0.11843318,0.114612,0.146949,0.23091048
Usuwanie (Delete),4,4,29117.22,0.13300727,0.129838,0.176562,0.19968
Usuwanie (Delete),4,8,45004.844,0.16950366,0.163711,0.243681,0.285797
Zapis (Insert),1,1,8338.212,0.11992978,0.112451,0.1457695,0.18432309
Zapis (Insert),1,2,17367.139,0.11497246,0.113498,0.13899446,0.1716787
Zapis (Insert),1,4,22658.01,0.17408402,0.119294,0.16588004,0.264152
Zapis (Insert),1,8,25752.412,0.29661664,0.161271,0.248576,0.41578367
Zapis (Insert),2,1,7890.413,0.12673607,0.119221,0.152046,0.19158009
Zapis (Insert),2,2,16443.385,0.12122616,0.119151,0.148764,0.1797047
Zapis (Insert),2,4,26650.57,0.14659165,0.145412,0.18152446,0.21462502
Zapis (Insert),2,8,44557.785,0.17256646,0.168739,0.238442,0.279509
Zapis (Insert),4,1,8361.806,0.11959139,0.1101075,0.149463,0.19367608
Zapis (Insert),4,2,16444.33,0.12144595,0.116776,0.14059746,0.1931868
Zapis (Insert),4,4,29618.023,0.12770869,0.125926,0.162733,0.18703872
Zapis (Insert),4,8,41972.344,0.17710677,0.171813,0.250526,0.288659
