Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,6577.373,0.15203638,0.144505,0.198913,0.25052768
Aktualizacja (Update),1,2,11734.404,0.17000024,0.146391,0.219586,0.32009208
Aktualizacja (Update),1,4,12609.837,0.31654218,0.185712,0.282235,0.4869457
Aktualizacja (Update),1,8,13024.142,0.6119745,0.309823,0.574179,0.913615
Aktualizacja (Update),2,1,6924.525,0.14441423,0.135634,0.192346,0.24431069
Aktualizacja (Update),2,2,12959.354,0.15429935,0.147577,0.206245,0.255205
Aktualizacja (Update),2,4,22183.838,0.17870931,0.171952,0.245567,0.304653
Aktualizacja (Update),2,8,24793.562,0.3208936,0.305073,0.471019,0.616291
Aktualizacja (Update),4,1,6471.6846,0.15451927,0.149324,0.191858,0.2304817
Aktualizacja (Update),4,2,12721.838,0.1567044,0.149812,0.211972,0.258277
Aktualizacja (Update),4,4,21246.291,0.18663704,0.179495,0.254018,0.312825
Aktualizacja (Update),4,8,24123.328,0.3301769,0.315549,0.477165,0.595967
Odczyt (Read),1,1,10791.228,0.09266786,0.091564,0.103438,0.122923
Odczyt (Read),1,2,19827.818,0.10085534,0.096174,0.11105,0.180683
Odczyt (Read),1,4,26329.56,0.1507853,0.118174,0.158962,0.21930769
Odczyt (Read),1,8,28230.916,0.28145188,0.209529,0.29341,0.42436668
Odczyt (Read),2,1,10879.545,0.09191561,0.087932,0.110212,0.12767202
Odczyt (Read),2,2,19738.436,0.101210244,0.099945,0.112936,0.125926
Odczyt (Read),2,4,32032.41,0.124230586,0.120409,0.156657,0.18166
Odczyt (Read),2,8,37634.79,0.21083318,0.20715299,0.281396,0.33273
Odczyt (Read),4,1,10921.634,0.0915614,0.087234,0.109652996,0.125507
Odczyt (Read),4,2,19909.428,0.10039774,0.098548,0.112587,0.12767369
Odczyt (Read),4,4,31827.965,0.124913454,0.121316,0.158403,0.18648069
Odczyt (Read),4,8,37930.42,0.20837998,0.204569,0.280907,0.333918
Usuwanie (Delete),1,1,8611.99,0.11611719,0.113844,0.137032,0.1750267
Usuwanie (Delete),1,2,15095.284,0.13220197,0.125368,0.161267,0.23488268
Usuwanie (Delete),1,4,17850.139,0.22203171,0.148975,0.216513,0.321068
Usuwanie (Delete),1,8,21204.213,0.3739454,0.238863,0.390422,0.553156
Usuwanie (Delete),2,1,8327.561,0.12008318,0.114612,0.145343,0.1822197
Usuwanie (Delete),2,2,15634.414,0.12763378,0.125438,0.159171,0.19074169
Usuwanie (Delete),2,4,26769.74,0.14839238,0.143527,0.206315,0.237255
Usuwanie (Delete),2,8,33240.426,0.2376819,0.231529,0.358502,0.426669
Usuwanie (Delete),4,1,8256.286,0.121119834,0.113983,0.151629,0.18606001
Usuwanie (Delete),4,2,15906.229,0.12537633,0.123552,0.158124,0.184385
Usuwanie (Delete),4,4,26277.264,0.14912522,0.144504,0.204709,0.237185
Usuwanie (Delete),4,8,32907.434,0.23793536,0.231389,0.362134,0.429602
Zapis (Insert),1,1,6730.1733,0.14858459,0.14234,0.193744,0.2439617
Zapis (Insert),1,2,11889.144,0.16802895,0.146251,0.215046,0.311988
Zapis (Insert),1,4,12847.497,0.3094606,0.184036,0.281606,0.486176
Zapis (Insert),1,8,12966.654,0.614428,0.304725,0.587728,0.928631
Zapis (Insert),2,1,6378.205,0.15678391,0.151698,0.198912,0.241306
Zapis (Insert),2,2,13055.388,0.15297358,0.144504,0.206944,0.253878
Zapis (Insert),2,4,21358.736,0.1864935,0.179985,0.2529,0.313942
Zapis (Insert),2,8,24946.11,0.3188004,0.303955,0.467387,0.585421
Zapis (Insert),4,1,6343.257,0.15764773,0.147927,0.204429,0.2411677
Zapis (Insert),4,2,12787.701,0.1561717,0.151209,0.209668,0.260024
Zapis (Insert),4,4,21593.385,0.18479711,0.177889,0.254367,0.311358
Zapis (Insert),4,8,24533.785,0.3246938,0.309892,0.469133,0.580532
