Operacja,CPU Limit,Procesy Klienckie,Przepustowosc [ops/s],Srednia [ms],Mediana (p50) [ms],Percentyl 95 (p95) [ms],Percentyl 99 (p99) [ms]
Aktualizacja (Update),1,1,8592.835,0.11637602,0.112797,0.138988,0.169788
Aktualizacja (Update),1,2,16848.89,0.1186956,0.116358,0.144853,0.178448
Aktualizacja (Update),1,4,20774.781,0.19219476,0.135566,0.184805,0.286496
Aktualizacja (Update),1,8,24379.717,0.3262172,0.195071,0.307518,0.4923927
Aktualizacja (Update),2,1,8654.813,0.11554264,0.112447,0.138358,0.167762
Aktualizacja (Update),2,2,16764.588,0.11929051,0.117057,0.14639,0.179356
Aktualizacja (Update),2,4,29657.797,0.13384159,0.132003,0.175376,0.205128
Aktualizacja (Update),2,8,41319.652,0.19141454,0.18613,0.276157,0.34097
Aktualizacja (Update),4,1,8601.944,0.116252795,0.112656,0.139056,0.168391
Aktualizacja (Update),4,2,16702.334,0.11966704,0.117335,0.14639,0.180194
Aktualizacja (Update),4,4,29261.865,0.13661334,0.135285,0.177889,0.20862
Aktualizacja (Update),4,8,40589.953,0.1962435,0.190392,0.285028,0.359271
Odczyt (Read),1,1,11345.38,0.08814161,0.085208,0.102179,0.116428
Odczyt (Read),1,2,22519.652,0.08867094,0.083322,0.109932,0.125437
Odczyt (Read),1,4,31419.848,0.12717082,0.102111,0.130607,0.199472
Odczyt (Read),1,8,34004.57,0.23407926,0.163641,0.230481,0.390839
Odczyt (Read),2,1,11160.335,0.089603044,0.083323,0.105463,0.121177
Odczyt (Read),2,2,22784.08,0.08771177,0.082973,0.108605,0.125089
Odczyt (Read),2,4,38306.305,0.10411244,0.10225,0.127324,0.147508
Odczyt (Read),2,8,48428.387,0.16440332,0.161056,0.21679,0.277902
Odczyt (Read),4,1,11078.186,0.090267494,0.085418,0.105253,0.122295
Odczyt (Read),4,2,22913.947,0.087128766,0.082694,0.108116,0.12432069
Odczyt (Read),4,4,38265.562,0.10430034,0.102529,0.127114,0.147089
Odczyt (Read),4,8,48164.504,0.16500218,0.161057,0.220214,0.299975
Usuwanie (Delete),1,1,8648.042,0.11563311,0.111051,0.139826,0.170418
Usuwanie (Delete),1,2,16788.156,0.11904877,0.116777,0.143807,0.175306
Usuwanie (Delete),1,4,20586.691,0.19377896,0.135144,0.185639,0.288585
Usuwanie (Delete),1,8,24327.562,0.32766977,0.199122,0.3071,0.486805
Usuwanie (Delete),2,1,8777.101,0.11393284,0.109652996,0.136822,0.167273
Usuwanie (Delete),2,2,16939.402,0.117976785,0.116218,0.143877,0.176074
Usuwanie (Delete),2,4,29662.615,0.1340854,0.132212,0.176493,0.206455
Usuwanie (Delete),2,8,41436.836,0.19196543,0.18613,0.278183,0.343416
Usuwanie (Delete),4,1,8673.553,0.11529301,0.111259,0.137031,0.169438
Usuwanie (Delete),4,2,16815.31,0.11888814,0.116986,0.143945,0.17474769
Usuwanie (Delete),4,4,30007.361,0.13251366,0.130606,0.174956,0.204988
Usuwanie (Delete),4,8,41181.56,0.19367474,0.187807,0.281955,0.347397
Zapis (Insert),1,1,8664.342,0.11541558,0.111676,0.138845,0.168179
Zapis (Insert),1,2,16680.514,0.11984983,0.116916,0.14576,0.18117
Zapis (Insert),1,4,20720.254,0.19205195,0.135496,0.185782,0.288591
Zapis (Insert),1,8,24299.838,0.3269373,0.197024,0.309121,0.495809
Zapis (Insert),2,1,8620.185,0.1160068,0.111399,0.139965,0.17132302
Zapis (Insert),2,2,16878.047,0.11848152,0.116498,0.144504,0.175445
Zapis (Insert),2,4,30126.1,0.13230738,0.130676,0.174327,0.205058
Zapis (Insert),2,8,40590.89,0.19491525,0.189274,0.28314,0.35340402
Zapis (Insert),4,1,8741.164,0.114401236,0.110561,0.137521,0.169578
Zapis (Insert),4,2,16796.076,0.119039126,0.116986,0.144993,0.178029
Zapis (Insert),4,4,29921.727,0.13307597,0.131305,0.175026,0.20533869
Zapis (Insert),4,8,41135.504,0.1921561,0.18648,0.278603,0.345373
